person_id,name,primary_name
i-9qwc3VxwtKLym8d6MM3YkT,Jan Erik Ågren,true
i-9qwc3VxwtKLym8d6MM3YkT,Ågren,false
i-9rzEiT5qs2rumTNiqr6kVD,Rose-Marie Carlsson,true
i-9sCRQAt7PK4FUgLX6kWCiK,Ernst August Lindblad,false
i-9sCRQAt7PK4FUgLX6kWCiK,Ernst Lindblad,true
i-9sCRQAt7PK4FUgLX6kWCiK,Lindblad,false
i-9sbggAkNaaFH8ywMWFbLEk,Göran Lennmarker,true
i-9sbggAkNaaFH8ywMWFbLEk,Lennmarker,false
i-9tSgmQkmz5TxiEpuaWLf1v,Alkman,false
i-9tSgmQkmz5TxiEpuaWLf1v,Edvard Alkman,true
i-9tSgmQkmz5TxiEpuaWLf1v,Edvard Petrus Alkman,false
i-9tTQQwvoxmXJiQfaNwGXL4,Arne Blomkvist,true
i-9tTQQwvoxmXJiQfaNwGXL4,Blomkvist,false
i-9tTQQwvoxmXJiQfaNwGXL4,Gustav Arne Blomkvist,false
i-9uQZPc39YosBbFHGUtpYgf,A.C. Lindblad,false
i-9uQZPc39YosBbFHGUtpYgf,Anders Christenson Lindblad,false
i-9uQZPc39YosBbFHGUtpYgf,Anders Lindblad,true
i-9uQZPc39YosBbFHGUtpYgf,Lindblad,false
i-9uS62EqsJWW4P5ZumD9Sgp,Andersson,false
i-9uS62EqsJWW4P5ZumD9Sgp,Widar Andersson,true
i-9vF9GLoMDyn8Hpm8LBX7nv,Jonas Erik Olofsson Schödén,false
i-9vF9GLoMDyn8Hpm8LBX7nv,Jonas Schödén,true
i-9vF9GLoMDyn8Hpm8LBX7nv,Schödén,false
i-9vMXbtY8tuv8GJ8te4me1T,Almgren,false
i-9vMXbtY8tuv8GJ8te4me1T,Harald Almgren,true
i-9vMXbtY8tuv8GJ8te4me1T,Nils Oskar Harald Almgren,false
i-9vaPeJXzHNY4GewzmyfoX1,Bäckman,false
i-9vaPeJXzHNY4GewzmyfoX1,Per Albert Bäckman,true
i-9vzvR7ubRqamDbtf3hFRAW,Adolf Sköldberg,true
i-9vzvR7ubRqamDbtf3hFRAW,Sköldberg,false
i-9wDWXwUuXhtHCJJVpBsxrn,David Adolf Hugo Karlström,false
i-9wDWXwUuXhtHCJJVpBsxrn,Hugo Karlström,true
i-9wDWXwUuXhtHCJJVpBsxrn,Karlström,false
i-9wF1b38LpGCCCg2P4b8nS1,Feodor Werner,true
i-9wF1b38LpGCCCg2P4b8nS1,Werner,false
i-9wGNq3SSwPyfuXoCASDnJr,Eskils Hans Hansson,true
i-9wGNq3SSwPyfuXoCASDnJr,Hansson,false
i-9wN2nfyUfzSDZicp5e3dkR,Hugo Alexandersson Segerdahl,false
i-9wN2nfyUfzSDZicp5e3dkR,Hugo Segerdahl,true
i-9wN2nfyUfzSDZicp5e3dkR,Segerdahl,false
i-9wQPeLB82vHLUkoTaiQML4,Lars G Linder,true
i-9wQPeLB82vHLUkoTaiQML4,Lars G. Linder,false
i-9wV4fcZuqie3Ynp8i4E2mo,Hansson,false
i-9wV4fcZuqie3Ynp8i4E2mo,Peter Hansson,true
i-9wYeeuP3RWB6bA1svcTBE,Elowson,false
i-9wYeeuP3RWB6bA1svcTBE,Gullbrand Elowson,true
i-9wuGFV27d4wT614qHyapco,Bruse,false
i-9wuGFV27d4wT614qHyapco,Carl Gustaf Bruce,true
i-9x2nw6aosA3pyEJfJTc1eD,Holm,false
i-9x2nw6aosA3pyEJfJTc1eD,Ulf Holm,true
i-9xarzmckV5SS8EyJPN5b3x,Hans Ingmar Wallmark,false
i-9xarzmckV5SS8EyJPN5b3x,Hans Vallmark,false
i-9xarzmckV5SS8EyJPN5b3x,Hans Wallmark,true
i-9xcMYrrML4AzXQ6jGcD6e2,Christin Hagberg,true
i-9xcMYrrML4AzXQ6jGcD6e2,Christin Nilsson,false
i-9xcTdsAB236nR9jJ9qZKvV,Lagerblad,false
i-9xcTdsAB236nR9jJ9qZKvV,Oskar Fredrik Lagerblad,false
i-9xcTdsAB236nR9jJ9qZKvV,Oskar Lagerblad,true
i-9xnJYWRw1BWmFV8LVCC5EH,Gustaf Tamm,false
i-9xnJYWRw1BWmFV8LVCC5EH,Gösta Tamm,true
i-9xnJYWRw1BWmFV8LVCC5EH,Tamm,false
i-9zMaK3CVtpd6kY7dATfeep,Kjell-Arne Welin,true
i-9zMaK3CVtpd6kY7dATfeep,Welin,false
i-9zRsgfuWT8wBQjciJNTNXW,Erik David Valdemar Martin,false
i-9zRsgfuWT8wBQjciJNTNXW,Erik Martin,true
i-9zRsgfuWT8wBQjciJNTNXW,Martin,false
i-9zVzWnoioAar55EeacA9wU,Berggren,false
i-9zVzWnoioAar55EeacA9wU,Frans Berggren,true
i-9zXKiuNmSKJDEsoG3gjATF,Lundell,false
i-9zXKiuNmSKJDEsoG3gjATF,Per Olof Lundell,true
i-9ze7Agfk3sUS4gjAyEcBRi,Ericsson,false
i-9ze7Agfk3sUS4gjAyEcBRi,Pehr Ericsson,true
i-A16XHDHnpsSEskwvgsUhaw,Falkmer,false
i-A16XHDHnpsSEskwvgsUhaw,Karin Falkmer,true
i-A1DmMyDvHEJCw6gARxn6Ev,Johan Peter Sjögren,false
i-A1DmMyDvHEJCw6gARxn6Ev,Johan Sjögren,true
i-A1DmMyDvHEJCw6gARxn6Ev,Sjögren,false
i-A1NGMRYUqzQ6yvBRZ8XqFg,Linda Modig,true
i-A1NGMRYUqzQ6yvBRZ8XqFg,Linda Ylivainio,false
i-A1WkfiAbmndDMThhAvrWEm,Hans Backman,true
i-A1WkfiAbmndDMThhAvrWEm,Hans-Christer Backman,false
i-A1YdRbL2UQ3JDchun7nahz,Birger Isacson,false
i-A1YdRbL2UQ3JDchun7nahz,Birger Isacsson,true
i-A1YdRbL2UQ3JDchun7nahz,Erik Birger Julius Isacsson,false
i-A1YdRbL2UQ3JDchun7nahz,Isacson,false
i-A1rXJfgfS6b5QQQgwn3Jm8,Alströmer,false
i-A1rXJfgfS6b5QQQgwn3Jm8,Carl Jonas Oscar Alströmer,false
i-A1rXJfgfS6b5QQQgwn3Jm8,Oscar Alströmer,true
i-A299eggckA8HS7jSxqrvbz,Palm,false
i-A299eggckA8HS7jSxqrvbz,Sture Palm,true
i-A2SKxkXq7pZ5UV2ssX3g5g,Nils Winkler,true
i-A2SKxkXq7pZ5UV2ssX3g5g,Winkler,false
i-A2jgxgPRi11BxUsPb2uNmM,Branting,false
i-A2jgxgPRi11BxUsPb2uNmM,Carin Marie-Charlotte Branting,false
i-A2jgxgPRi11BxUsPb2uNmM,Charlotte Branting,true
i-A37vmFDFqtaNCP1Zn7USP4,Ericsson,false
i-A37vmFDFqtaNCP1Zn7USP4,Johan Ericsson,true
i-A4jkDhz3Qhq16rRWcenUbw,Hammarskjöld,false
i-A4jkDhz3Qhq16rRWcenUbw,Hammarskjöld Stockholm,false
i-A4jkDhz3Qhq16rRWcenUbw,Hjalmar Hammarskjöld,true
i-A4jkDhz3Qhq16rRWcenUbw,Knut Hjalmar Leonard Hammarskjöld,false
i-A4xHkoj5hLnWEChHnCCjS5,Jonny Cato,true
i-A4xHkoj5hLnWEChHnCCjS5,Lars Jonny Anders Cato Hansson,false
i-A57rs3Py2LnxnU1a4DJZfR,Johan Nilsson,true
i-A57rs3Py2LnxnU1a4DJZfR,Johannes Nilsson,false
i-A57rs3Py2LnxnU1a4DJZfR,Nilsson,false
i-A5JQXuHfaRp4u95HrYD9gd,Bohnstedt,false
i-A5JQXuHfaRp4u95HrYD9gd,Carl Edvard Ludvig Bohnstedt,false
i-A5JQXuHfaRp4u95HrYD9gd,Edvard Bohnstedt,true
i-A5R84cTmpky3NHJ7nLKaEt,Bo Ingvar Karchimirer Ringholm,false
i-A5R84cTmpky3NHJ7nLKaEt,Bo Ringholm,false
i-A5R84cTmpky3NHJ7nLKaEt,Bosse Ringholm,true
i-A5veKeNbVa7LFj6tYgMzn1,Ilan De Basso,true
i-A6HKJELS9dEVb676FNQ5tp,Asker,false
i-A6HKJELS9dEVb676FNQ5tp,Ferdinand Asker,true
i-A6HKJELS9dEVb676FNQ5tp,Gustaf Ferdinand Asker,false
i-A6T9WoUzRwW8LUK52znHwX,Ibrahim Baylan,true
i-A6gx9dK7mRxJPJ5JedE7Z,Carl Gustaf von Otter,true
i-A7oyGrcQCHCGYURTKKXFvN,Lagergren,false
i-A7oyGrcQCHCGYURTKKXFvN,Olof Lagergren,true
i-A7r9RuWHjYFLa2Zviisv8B,Per Olof Olsson Fridh,false
i-A7r9RuWHjYFLa2Zviisv8B,Per Olsson,false
i-A7r9RuWHjYFLa2Zviisv8B,Per Olsson Fridh,true
i-A8LJ4FrqJ35S8tKsgfukzY,Gustav Lindstam,true
i-A8LJ4FrqJ35S8tKsgfukzY,Lindstam,false
i-A8LZLugDPnnssXjw7UbMVN,Lena Ödeen,true
i-A8WYbyYxrhjfUex6Z8WMVq,Albin Eriksson,true
i-A8WYbyYxrhjfUex6Z8WMVq,Albin Toftered,false
i-A8WYbyYxrhjfUex6Z8WMVq,Eriksson,false
i-A8WzRmo8WwUKmVmAJX9cLc,Didrik Pontus Burén,false
i-A8WzRmo8WwUKmVmAJX9cLc,Didrik Pontus af Burén,true
i-A8WzRmo8WwUKmVmAJX9cLc,af Burén,false
i-A8ft8hMHUcZDSE5fKdjGpq,Ekman,false
i-A8ft8hMHUcZDSE5fKdjGpq,Kerstin Ekman,true
i-A8ft8hMHUcZDSE5fKdjGpq,Kerstin Margareta Ekman,false
i-A9Ayvp3K9sd8Pmw311ondn,Gustaf Oscar Peyron,false
i-A9Ayvp3K9sd8Pmw311ondn,Gustaf Peyron den yngre,true
i-A9Ayvp3K9sd8Pmw311ondn,Peyron,false
i-A9gFi7dPaz2uAdYRAB5NBW,Alfred Lundgren,true
i-A9gFi7dPaz2uAdYRAB5NBW,Johan Alfred Lundgren,false
i-A9gFi7dPaz2uAdYRAB5NBW,Lundgren,false
i-A9i2Lpv7GKACsQTHi2RMaG,Anna Hagwall,true
i-A9phxhhSVEV1RMX498pFjb,Alexandra Völker,true
i-A9phxhhSVEV1RMX498pFjb,Sofia Alexandra Völker,false
i-A9vqDKZAyWHDYBf3ZrGCYN,Carl Cederström,true
i-A9vqDKZAyWHDYBf3ZrGCYN,Carl Gustaf Rudolf Cederström,false
i-A9vqDKZAyWHDYBf3ZrGCYN,Cederström,false
i-A9vqDKZAyWHDYBf3ZrGCYN,Karl Gustav Rudolf Cederström,false
i-A9wTTx74ViuquWXmgF5vjj,Jan Birger Jennehag,false
i-A9wTTx74ViuquWXmgF5vjj,Jan Jennehag,true
i-A9wTTx74ViuquWXmgF5vjj,Jennehag,false
i-A9wvbABAZbZLXEU3iuoik9,Ulf Löfgren,true
i-AAGtAmKub2DD5pa6CPqaxW,Andersson,false
i-AAGtAmKub2DD5pa6CPqaxW,Johan Andersson,true
i-AAqwCtq1uiCsRVNQ99pvu2,Eklund,false
i-AAqwCtq1uiCsRVNQ99pvu2,Ludvig August Eklund,false
i-AAqwCtq1uiCsRVNQ99pvu2,Ludvig Eklund,true
i-ABFN9YRCJxWR5CQLV4KEKc,Carl Hoppe,true
i-ABFN9YRCJxWR5CQLV4KEKc,Ernst Carl Hoppe,false
i-ABFN9YRCJxWR5CQLV4KEKc,Hoppe,false
i-ABHqHPdDMU18oR56JBTLbP,Herman Schmidt,true
i-ABHqHPdDMU18oR56JBTLbP,Herrman Schmidt,false
i-ABHqHPdDMU18oR56JBTLbP,Schmidt,false
i-ABaSrrbKvV3cZxEgs6yiWG,Alfred Petersson,true
i-ABaSrrbKvV3cZxEgs6yiWG,Petersson,false
i-AC8RFPqgo4aFfG6KooA2u5,John Inge Lundberg,false
i-AC8RFPqgo4aFfG6KooA2u5,John Lundberg,true
i-AC8RFPqgo4aFfG6KooA2u5,Lundberg,false
i-AC9Jzb7rGfAoZhrWbv9Veg,Christina Nilsson,true
i-ACVAPuDAAVNFDcYqCfRkK,Arvid Eskel,true
i-ACVAPuDAAVNFDcYqCfRkK,Arvid Nikodemus Eskel,false
i-ACVAPuDAAVNFDcYqCfRkK,Eskel,false
i-ACWKGms7M2Koi56psvY5xp,Robert Olesen,true
i-ACY8pQ3rqhZBZFNjZVeYJU,Mårten Trulsson,true
i-ACY8pQ3rqhZBZFNjZVeYJU,Trulsson,false
i-AD4PVxoWFJ5WK9APNtM5vP,Knut Erik Valdemar Senander,false
i-AD4PVxoWFJ5WK9APNtM5vP,Knut Senander,true
i-AD4PVxoWFJ5WK9APNtM5vP,Senander,false
i-ADcRhddZxegj2BX4Abux5i,Samuel Grubbe,true
i-ADwpi5gosLNrj8eqtdXe6o,John Jonsson,true
i-ADwpi5gosLNrj8eqtdXe6o,John Wiktor Jonsson,false
i-ADwpi5gosLNrj8eqtdXe6o,Jonsson,false
i-AEuL1tZkLG8yisHEPTUMjg,Margit Selma Clasine Vinge,false
i-AEuL1tZkLG8yisHEPTUMjg,Margit Vinge,true
i-AEuL1tZkLG8yisHEPTUMjg,Vinge,false
i-AFKRuqw65ewVGnDdU6pKeD,Harald Anders Ivar Pettersson,false
i-AFKRuqw65ewVGnDdU6pKeD,Harald Pettersson,true
i-AFKRuqw65ewVGnDdU6pKeD,Pettersson,false
i-AFUc4j3t58ghU1eJpFnKLi,Charles Emil von Oelreich,false
i-AFUc4j3t58ghU1eJpFnKLi,Charles von Oelreich,true
i-AFUc4j3t58ghU1eJpFnKLi,Charles-Emil von Oelreich,false
i-AFUc4j3t58ghU1eJpFnKLi,von Oelreich,false
i-AFafkqp43qaf9gEGTZMMhQ,Bergstedt,false
i-AFafkqp43qaf9gEGTZMMhQ,Carl Bergstedt,true
i-AFafkqp43qaf9gEGTZMMhQ,Carl Fredrik Bergstedt,false
i-AFqenDANYsfYo9enniesNh,Werbro,false
i-AFqenDANYsfYo9enniesNh,Wiking Evald Werbro,false
i-AFqenDANYsfYo9enniesNh,Wiking Werbro,true
i-AFto3gTmjTfTgomtq31hLZ,Jessica Andersson,false
i-AFto3gTmjTfTgomtq31hLZ,Jessica Rosencrantz,true
i-AGERzDgeCK5wHu4VB6sv87,Harald Ferdinand Emanuel Sternhagen,false
i-AGERzDgeCK5wHu4VB6sv87,Harald Sternhagen,true
i-AGERzDgeCK5wHu4VB6sv87,Sternhagen,false
i-AGZfiA6EHSwo3gcCJR2xiv,Falk,false
i-AGZfiA6EHSwo3gcCJR2xiv,Karl Falk,true
i-AGZfiA6EHSwo3gcCJR2xiv,Karl Henrik Falk,false
i-AHMTURuCvt5jswfNK1Q8Qg,Anita Jönsson,true
i-AHMTURuCvt5jswfNK1Q8Qg,Jönsson,false
i-AHfQ621Fp1orxTGB2WDjUY,Fredrik Malm,true
i-AJCahuHrtMzn7qwctgkSw7,Börjesson,false
i-AJCahuHrtMzn7qwctgkSw7,Fritz Arne Börjesson,false
i-AJCahuHrtMzn7qwctgkSw7,Fritz Börjesson,true
i-AJXktptSRuni1fw754JqsT,Hammarlund,false
i-AJXktptSRuni1fw754JqsT,Nestor Hammarlund,true
i-AJXktptSRuni1fw754JqsT,Nestor Leander Hammarlund,false
i-AJYMmToguz9cYJxmuCbrBw,Anders Gustaf Anderson,false
i-AJYMmToguz9cYJxmuCbrBw,Anderson,false
i-AJYMmToguz9cYJxmuCbrBw,Gustaf Anderson,true
i-AJmnQZAj5vxA1hK3yiJiEm,David Alexander Perez,false
i-AJmnQZAj5vxA1hK3yiJiEm,David Perez,true
i-AKZYwn5gCDj23JtMGqjTaK,Inger Birgitta Koch,false
i-AKZYwn5gCDj23JtMGqjTaK,Inger Koch,true
i-AKZYwn5gCDj23JtMGqjTaK,Koch,false
i-AKraiMHX6EJGF2cSKBpPb5,Per Anders Örtendahl,true
i-AL1CrNrpoub4xWW7MHUhYk,Erik Larsson,true
i-AL1CrNrpoub4xWW7MHUhYk,Erik Waldemar Larsson,false
i-AL1CrNrpoub4xWW7MHUhYk,Larsson,false
i-AL1z9woUn69erbUoQ2x8Ce,Tomas Nilsson,true
i-ALSqZDERrTV2VUJqcfC5VF,Sara Leghissa,true
i-ALSqZDERrTV2VUJqcfC5VF,Sara Viktoria Leghissa,false
i-ALSqZDERrTV2VUJqcfC5VF,Zara Leghissa,false
i-ALVd7VosM3XKaoWie25FK8,Fabian Wilhelm Staël von Holstein,true
i-ALVd7VosM3XKaoWie25FK8,Stael von Holstein,false
i-ALf1dLQQ1zU42JvCjYwPAf,Nilsson,false
i-ALf1dLQQ1zU42JvCjYwPAf,Per Nilsson,true
i-ALh3PHXDXv6YrkEMi4FuSj,Eriksson,false
i-ALh3PHXDXv6YrkEMi4FuSj,Ulf Eriksson,true
i-AM9FiHBfEfHmx9V5MLBTSB,Andersson,false
i-AM9FiHBfEfHmx9V5MLBTSB,Karl Albert Björkänge,false
i-AM9FiHBfEfHmx9V5MLBTSB,Karl Björkänge,true
i-AMJmTeTPRiL1USX39mHZ6w,Bergstrand,false
i-AMJmTeTPRiL1USX39mHZ6w,Paul Bergstrand,true
i-AMJmTeTPRiL1USX39mHZ6w,Paul Johannes Bergstrand,false
i-AMWvsAmfXhcB7kDsWLx8qY,Arvid Enarsson,true
i-AMWvsAmfXhcB7kDsWLx8qY,Enarsson,false
i-ANAEMQsmJiYPJ3EqincHey,Axel Reinhold Rosenqwist,true
i-ANAEMQsmJiYPJ3EqincHey,Axel Rosenqwist,false
i-ANAEMQsmJiYPJ3EqincHey,Rosenqwist,false
i-ANBUUEpZ7fny8muDcGY2Sn,Jan Björinge,true
i-ANiCfxVv7RGYGKMSeQiRq,Johan Larsson,true
i-ANiCfxVv7RGYGKMSeQiRq,Larsson,false
i-APELvxGf3JYiSTi4k8E9SN,Mona Jönsson,true
i-APZprqrYevJCzGDk2WxRM7,Anne-Marie Gustafsson,true
i-APZprqrYevJCzGDk2WxRM7,Gustafsson,false
i-APdYmA6gEZ5MaLN6tJK7ae,Filip Johansson,true
i-APdYmA6gEZ5MaLN6tJK7ae,Johansson,false
i-AQAc7L3yWtMcgD3r6CxRHG,Maria Stenberg,true
i-AQAc7L3yWtMcgD3r6CxRHG,Maria Öberg,false
i-AQM8mzde8ixYG8gZEV93F4,Carl Oscar Lundquist,false
i-AQM8mzde8ixYG8gZEV93F4,Lundquist,false
i-AQM8mzde8ixYG8gZEV93F4,Oscar Lundquist,true
i-AQXTwzTQEJiySickVRFT1U,Jönsson,false
i-AQXTwzTQEJiySickVRFT1U,Marianne Jönsson,true
i-AQbj7mREH2JZr8JyEH5jwF,Willemo Carlsson,true
i-AR2qqDPUQpxw9v9Lv1Da3q,Jonas Åkerlund,true
i-ARPckKnLjiLq7mJ1r6Psod,Andersson,false
i-ARPckKnLjiLq7mJ1r6Psod,Nils Andersson,true
i-ARQCpzRTv8ggWtQVRwi1x5,Berglund,false
i-ARQCpzRTv8ggWtQVRwi1x5,Rune Berglund,true
i-ARSF9aBhDAbqejYY3uDE6X,Carl Magnus Rydqvist,false
i-ARSF9aBhDAbqejYY3uDE6X,Carl Rydqvist,true
i-ARSF9aBhDAbqejYY3uDE6X,Rydqvist,false
i-ARhFvspt3bc1nQS2KaREWV,Brolin,false
i-ARhFvspt3bc1nQS2KaREWV,Sven Brolin,true
i-ASHgRusN9GoHAH8eioxicP,Marie Caroline Wahlgren,false
i-ASHgRusN9GoHAH8eioxicP,Marie Wahlgren,true
i-ASZGAumSZoEqnNdy4PgJAw,Lithander,false
i-ASZGAumSZoEqnNdy4PgJAw,Pehr Emanuel Lithander,false
i-ASZGAumSZoEqnNdy4PgJAw,Pehr Lithander,true
i-ATZej4sqnWosVieztaCqD4,Anders Emil Hansson,false
i-ATZej4sqnWosVieztaCqD4,Anders Hansson,true
i-ATZej4sqnWosVieztaCqD4,Hansson,false
i-ATcwa3wSYttW59H6uu1PFg,Olle Westberg,true
i-ATcwa3wSYttW59H6uu1PFg,Westberg,false
i-AUCKptBWsFh38KS56FBcnz,Bäckström,false
i-AUCKptBWsFh38KS56FBcnz,Edvin Bäckström,true
i-AUS3xJ5viRWXYnDpt66BXU,Holger Mossberg,true
i-AUS3xJ5viRWXYnDpt66BXU,Mossberg,false
i-AUiKAHUouizyVHGxxpPv52,Johan Oscar Lindewall,false
i-AUiKAHUouizyVHGxxpPv52,Lindewall,false
i-AUiKAHUouizyVHGxxpPv52,Oscar Lindewall,true
i-AUmBd8T8oEP8tVpZMy3qz4,Boberg,false
i-AUmBd8T8oEP8tVpZMy3qz4,Carl Boberg,true
i-AUmBd8T8oEP8tVpZMy3qz4,Carl G Boberg,false
i-AUmBd8T8oEP8tVpZMy3qz4,Carl Gustaf Boberg,false
i-AUocZy5YDqXmCwrRq6eGaW,Mårten Werner,true
i-AUocZy5YDqXmCwrRq6eGaW,Nils Mårten Samuel Werner,false
i-AUocZy5YDqXmCwrRq6eGaW,Werner,false
i-AVRXLvGU2mSVYUvMHYuiQ2,Borge,false
i-AVRXLvGU2mSVYUvMHYuiQ2,Oscar Borge,true
i-AVRXLvGU2mSVYUvMHYuiQ2,Oscar Fredrik Borge,false
i-AVW6fd1KoKKvAfHCNC7wXY,Patrik Karlson,true
i-AW2Kqb5j7PK8cas4SinHt3,Paavo Olavi Vallius,false
i-AW2Kqb5j7PK8cas4SinHt3,Paavo Vallius,true
i-AWLNBm49upAvWc2G2jYeiD,Andersson,false
i-AWLNBm49upAvWc2G2jYeiD,Ebon Andersson,true
i-AWLNBm49upAvWc2G2jYeiD,Ebon Olivia Bernhardina Andersson,false
i-AWLNBm49upAvWc2G2jYeiD,Ebon Olivia Bernhardina Hallgren,false
i-AWmb2DrpURM4UqQM5TA3tU,Ahlsten,false
i-AWmb2DrpURM4UqQM5TA3tU,Johan Ahlsten,true
i-AWnCXGKxBPDN7gJVRfodvt,Karl Allan Westman,true
i-AWnCXGKxBPDN7gJVRfodvt,Westman,false
i-AXJQS9WpdKCwq6vcfVTRUy,Nermina Mizimovic,true
i-AXYg1TruGPk6ZEU1e47ofF,Ulf Sivertun,true
i-AY9UmxrTq4s4hcaqyGkSRg,Kjellberg,false
i-AY9UmxrTq4s4hcaqyGkSRg,Knut Erik Ossian Kjellberg,false
i-AY9UmxrTq4s4hcaqyGkSRg,Knut Kjellberg,true
i-AYNGXU3H8K1ywAMiw61q9Y,Nilsson,false
i-AYNGXU3H8K1ywAMiw61q9Y,Per Nilsson,true
i-AYS9tHbc9NGtqGUYhiGt8Y,Carl Florus Toll,true
i-AYS9tHbc9NGtqGUYhiGt8Y,Toll,false
i-AYmS6K7Srh7q1Zzbf1nZwW,Christopher Ödmann,true
i-AZLUb1tb1XBKEbcvPVdCkZ,Helene Petersson,true
i-AZLUb1tb1XBKEbcvPVdCkZ,Petersson,false
i-AZnaWEAg22YQ3HzVMfNSHR,Bildt,false
i-AZnaWEAg22YQ3HzVMfNSHR,Carl Bildt,true
i-AZnaWEAg22YQ3HzVMfNSHR,Nils Daniel Carl Bildt,false
i-Aa7GZWXKV4jaAkodU9F2T,A. A. N. Reuterskiöld,false
i-Aa7GZWXKV4jaAkodU9F2T,Arvid Adam Nathanaël Reuterskiöld,false
i-Aa7GZWXKV4jaAkodU9F2T,Arvid Reuterskiöld,true
i-Aa7GZWXKV4jaAkodU9F2T,Reuterskiöld,false
i-Aa8kdvoMdZzFJ7wbmcm1Sh,Wictorsson,false
i-Aa8kdvoMdZzFJ7wbmcm1Sh,Åke Wictorsson,true
i-AaBGKkCU4qFAGwjd9YLfzH,Arthur Natanael Thomson,false
i-AaBGKkCU4qFAGwjd9YLfzH,Arthur Thomson,true
i-AaBGKkCU4qFAGwjd9YLfzH,Thomson,false
i-AafTcNaT6Yw9qX5m97WYip,Carin Nygren,true
i-AbaNSxTWvU5n5aEtEmU4sS,Kellgren,false
i-AbaNSxTWvU5n5aEtEmU4sS,Nils Emil Kellgren,false
i-AbaNSxTWvU5n5aEtEmU4sS,Nils Kellgren,true
i-AbswNU1skgfjJi4ZnN7HgY,Per Söderlund,true
i-Ac9yxy2x5ktJ5wzveXCsFQ,Arne Svensson,true
i-Ac9yxy2x5ktJ5wzveXCsFQ,Svensson,false
i-AcrNjdftfgEDKtVYDbE4tQ,Gudrun Ingeborg Nordborg,false
i-AcrNjdftfgEDKtVYDbE4tQ,Gudrun Nordborg,true
i-Aczr3QcauMaebRRbhWvMM3,Gustav Daniel Schyllert,false
i-Aczr3QcauMaebRRbhWvMM3,Gustav Schyllert,true
i-AdqA2i9C9h8S2dLNFbX7KB,Crafoord,false
i-AdqA2i9C9h8S2dLNFbX7KB,Georg Crafoord,true
i-AdqA2i9C9h8S2dLNFbX7KB,Jacob Georg Henrik Georgsson,false
i-AeCCW6b874bMxRWjUE2k8G,Anders Lönnberg,true
i-AeRihY4YpUHoYMdpRJ5j33,Hansson,false
i-AeRihY4YpUHoYMdpRJ5j33,Nils Birger Hansson,false
i-AeRihY4YpUHoYMdpRJ5j33,Nils Hansson,true
i-AeygsPpZHRw5TndXwnCHQm,Karin Margareta Starrin,false
i-AeygsPpZHRw5TndXwnCHQm,Karin Starrin,true
i-AeygsPpZHRw5TndXwnCHQm,Starrin,false
i-Af27F1xYCu7PKfDmUgU7Xb,Bengt Börjesson,true
i-Af27F1xYCu7PKfDmUgU7Xb,Bengt Johan Börjesson,false
i-Af27F1xYCu7PKfDmUgU7Xb,Börjesson,false
i-Af4Qh6NyHu5cGbpwa97J5Y,Hanna Maria Heldina Nilsson,false
i-Af4Qh6NyHu5cGbpwa97J5Y,Maria Nilsson,true
i-AfBPHZLWRPsh7B4P9VGWFb,Börjesson,false
i-AfBPHZLWRPsh7B4P9VGWFb,Lars Börjesson,true
i-AgDzv162Qd6emDzJqLgb4d,Falk,false
i-AgDzv162Qd6emDzJqLgb4d,Johan Ludvig Falk,false
i-AgDzv162Qd6emDzJqLgb4d,John Falk,true
i-AgDzv162Qd6emDzJqLgb4d,John Ludvig Falk,false
i-AgGMZzru6dKoQKBAEAC9qQ,Johan Lindqvist,false
i-AgGMZzru6dKoQKBAEAC9qQ,John Lindqvist,true
i-AgGMZzru6dKoQKBAEAC9qQ,Lindqvist,false
i-AgNCAWJHhFupxLXMubwF7R,R Wiktor Thörnberg,false
i-AgNCAWJHhFupxLXMubwF7R,Robert Wiktor Thörnberg,false
i-AgNCAWJHhFupxLXMubwF7R,Thörnberg,false
i-AgNCAWJHhFupxLXMubwF7R,Viktor Thörnberg,true
i-AgNCAWJHhFupxLXMubwF7R,Wiktor Thörnberg,false
i-AgajL2ZKu2tZSDtG8f1oe7,Per Sundgren,true
i-AgajL2ZKu2tZSDtG8f1oe7,Per Vilhelm Sundgren,false
i-Ah2GaXbPFmZmazHpBVHvGy,Johan Olof Ramstedt,false
i-Ah2GaXbPFmZmazHpBVHvGy,Johan Ramstedt,true
i-Ah6esEHAmwpbkj7qdoxVev,Lundberg,false
i-Ah6esEHAmwpbkj7qdoxVev,Otto Lundberg,true
i-Ah6esEHAmwpbkj7qdoxVev,Otto Victor Lundberg,false
i-AhRKDyS7vZqKEaMUuU2aVs,Häggroth,false
i-AhRKDyS7vZqKEaMUuU2aVs,Sören Häggroth,true
i-AhdCawMp57HqtHN3W4jZsE,Margareta Jonback,true
i-AhfUaLLE4KoRkwDYaExPfT,Larsson,false
i-AhfUaLLE4KoRkwDYaExPfT,Per Zakarias Larsson,false
i-AhfUaLLE4KoRkwDYaExPfT,Zakarias Larsson,true
i-Ahzryxd2b7naJSD37mfHNJ,Hegeland,false
i-Ahzryxd2b7naJSD37mfHNJ,Hugo Hegeland,true
i-Ahzryxd2b7naJSD37mfHNJ,Hugo Oscar Hegeland,false
i-Ai6D678svLCFNxzAAsM74L,Hanson,false
i-Ai6D678svLCFNxzAAsM74L,Nils Hanson,true
i-AipmLKPhUTxucoHSHc9KaD,Carl Gottfrid Johansson,false
