person_id,start,end,government,role
i-PrkaUkuoauE9i2124cj3AX,1971-06-30,1973-11-03,Regeringen Palme I,utrikesminister
i-Ua1nqYCRbnUSNc5Tw1tXiK,1973,1976,Regeringen Palme I,försvarsminister
i-2pEgGvjfozTyRxyzmLZFo2,1973-10-31,1976-10-08,Regeringen Palme I,jordbruksminister
i-2pEgGvjfozTyRxyzmLZFo2,1973-11-03,,Regeringen Palme I,landsbygdsminister
i-EKAdp351JQgZiMQXg875jB,1973-11-03,1976-10-08,Regeringen Palme I,biståndsminister
i-ErNemW6WNsbRaNz3Q9qVQH,1973-11-03,1976-10-08,Regeringen Palme I,utrikesminister
i-FLEUnTue6oAgyDmZZjwLh8,1973-11-03,1976-10-08,Regeringen Palme I,invandrarminister
i-FLEUnTue6oAgyDmZZjwLh8,1973-11-03,1976-10-08,Regeringen Palme I,jämställdhetsminister
i-NNg3rVUKuVF2eKT1NULEhB,1973-11-03,1976-10-08,Regeringen Palme I,utbildningsminister
i-PiA69Zron44x5fF1pHdUBo,1973-11-03,1973-12-31,Regeringen Palme I,inrikesminister
i-PxXnoHZ17qEdb9ZZ9xZFF,1973-11-03,1976-10-08,Regeringen Palme I,samfundsminister
i-WAR7Xtq5vM5vhtMxcKDZv4,1973-11-03,1973-12-31,Regeringen Palme I,civilminister
i-WAR7Xtq5vM5vhtMxcKDZv4,1973-11-03,1976-10-08,Regeringen Palme I,samfundsminister
i-PiA69Zron44x5fF1pHdUBo,1974-01-01,1976-10-08,Regeringen Palme I,arbetsmarknadsminister
i-WAR7Xtq5vM5vhtMxcKDZv4,1974-01-01,1976-10-08,Regeringen Palme I,kommunminister
i-WYkrZExE7jfwHjmfH1DPwg,1974-01-01,1976-10-08,Regeringen Palme I,bostadsminister
i-SySN6qMqpcrxHXHJgwvJdT,1974-01-04,,Regeringen Palme I,skolminister
i-3urySgCAk2SuFz1BB8TX5x,1975-01-01,1976-10-08,Regeringen Palme I,Statsministerns ställföretädare
i-YL4aQfT264wNd4jTiiKUox,1975-01-01,1975-11-01,Regeringen Palme I,samordningsminister
i-8rjVavTFp7UjLy1RbrHnia,1975-11-01,1976-10-08,Regeringen Palme I,samordningsminister
i-QSBS4dqtsRDzm8fcNNRFaC,1975-11-01,1976-10-08,Regeringen Palme I,löneminister
i-YL4aQfT264wNd4jTiiKUox,1975-11-10,1976-10-08,Regeringen Palme I,handelsminister
i-3ChvFB2zr9iHy1ZRMn1Ban,1976-10-08,1976-11-25,Regeringen Fälldin I,biträdande finansminister
i-3R2qbKpVQbNv7BvXe7jvcr,1976-10-08,1978-10-18,Regeringen Fälldin I,jordbruksminister
i-4UgQ2nJDsz9iU1xxKcTpmu,1976-10-08,1978-10-18,Regeringen Fälldin I,bostadsminister
i-4uJEFdvmwfbMmozZhv5XDY,1976-10-08,1978-10-18,Regeringen Fälldin I,biståndsminister
i-8aNTXCV4f9MdU7Dz15ZXyB,1976-10-08,1978-03-07,Regeringen Fälldin I,Statsministerns ställföretädare
i-8aNTXCV4f9MdU7Dz15ZXyB,1976-10-08,1978-03-07,Regeringen Fälldin I,arbetsmarknadsminister
i-8aNTXCV4f9MdU7Dz15ZXyB,1976-10-08,1977-01-11,Regeringen Fälldin I,invandrarminister
i-8aNTXCV4f9MdU7Dz15ZXyB,1976-10-08,1978-03-07,Regeringen Fälldin I,jämställdhetsminister
i-9DETYuf2xa4o1AQ7HpbNMT,1976-10-08,1978-10-18,Regeringen Fälldin I,handelsminister
i-9MFHjq6CgKrRzcV8mJqNJd,1976-10-08,1978-10-18,Regeringen Fälldin I,kommunminister
i-9MFHjq6CgKrRzcV8mJqNJd,1976-10-08,1978-10-18,Regeringen Fälldin I,minister för nordiskt samarbete
i-9MFHjq6CgKrRzcV8mJqNJd,1976-10-08,1978-10-18,Regeringen Fälldin I,samfundsminister
i-BjNiod8wotUabh41ByfhRU,1976-10-08,1978-10-18,Regeringen Fälldin I,kommunikationsminister
i-BkQoi6KA1EKK9EEJhT16Cz,1976-10-08,1978-10-18,Regeringen Fälldin I,sjukvårdsminister
i-FrizKF8qiYUeCD64QhzzFt,1976-10-08,1978-10-18,Regeringen Fälldin I,energiminister
i-LQKP5CDY62YpFZWUbs7QiW,1976-10-08,1976-11-24,Regeringen Fälldin I,finansminister
i-M584LNfWt4DmybohxUfGwq,1976-10-08,1979-10-12,Regeringen Fälldin I,justitieminister
i-P7oVLGoBfbz4RGE5XkQtLN,1976-10-08,1982-10-08,Regeringen Fälldin I,utbildningsminister
i-QhnsQ4XHA6EXWk4gj8dW77,1976-10-08,1978-10-18,Regeringen Fälldin I,näringsminister
i-TS1cfMCbC2M6YMwsFAgdXD,1976-10-08,1978-10-18,Regeringen Fälldin I,skolminister
i-XrDegv7uQGz4MSbepK4txd,1976-10-08,1978-10-18,Regeringen Fälldin I,utrikesminister
i-Y2s3vw3xfBnmDmMhCYX6QJ,1976-10-08,1978-10-18,Regeringen Fälldin I,socialminister
i-P7oVLGoBfbz4RGE5XkQtLN,1976-10-08,1982-10-08,Regeringen Fälldin II,utbildningsminister
i-P7oVLGoBfbz4RGE5XkQtLN,1976-10-08,1982-10-08,Regeringen Fälldin III,utbildningsminister
i-M584LNfWt4DmybohxUfGwq,1976-10-08,1979-10-12,Regeringen Ullsten,justitieminister
i-P7oVLGoBfbz4RGE5XkQtLN,1976-10-08,1982-10-08,Regeringen Ullsten,utbildningsminister
i-3ChvFB2zr9iHy1ZRMn1Ban,1976-11-25,1980-07-31,Regeringen Fälldin I,budgetminister
i-LQKP5CDY62YpFZWUbs7QiW,1976-11-25,1978-10-18,Regeringen Fälldin I,ekonomiminister
i-3ChvFB2zr9iHy1ZRMn1Ban,1976-11-25,1980-07-31,Regeringen Fälldin II,budgetminister
i-3ChvFB2zr9iHy1ZRMn1Ban,1976-11-25,1980-07-31,Regeringen Ullsten,budgetminister
i-4uJEFdvmwfbMmozZhv5XDY,1977-01-11,1978-03-07,Regeringen Fälldin I,invandrarminister
i-4uJEFdvmwfbMmozZhv5XDY,1978-03-07,1978-10-18,Regeringen Fälldin I,Statsministerns ställföretädare
i-BtQ4ubBXfEg4xPiwpPM4Vt,1978-03-07,1980-07-31,Regeringen Fälldin I,arbetsmarknadsminister
i-BtQ4ubBXfEg4xPiwpPM4Vt,1978-03-07,1978-10-18,Regeringen Fälldin I,invandrarminister
i-BtQ4ubBXfEg4xPiwpPM4Vt,1978-03-07,1978-10-18,Regeringen Fälldin I,jämställdhetsminister
i-BtQ4ubBXfEg4xPiwpPM4Vt,1978-03-07,1980-07-31,Regeringen Fälldin II,arbetsmarknadsminister
i-BtQ4ubBXfEg4xPiwpPM4Vt,1978-03-07,1980-07-31,Regeringen Ullsten,arbetsmarknadsminister
i-3ChvFB2zr9iHy1ZRMn1Ban,1978-10-18,1979-10-12,Regeringen Ullsten,ekonomiminister
i-5FsdBgp7zC1W8jXSUkwwDq,1978-10-18,1982-10-08,Regeringen Ullsten,bostadsminister
i-6urxgdf58MtCjRKnNx4LtW,1978-10-18,1979-10-12,Regeringen Ullsten,kommunminister
i-6urxgdf58MtCjRKnNx4LtW,1978-10-18,1979-10-12,Regeringen Ullsten,minister för nordiskt samarbete
i-6urxgdf58MtCjRKnNx4LtW,1978-10-18,1979-10-12,Regeringen Ullsten,samfundsminister
i-75bBbpHe89LN2m6ZuVzDBd,1978-10-18,1979-10-12,Regeringen Ullsten,löneminister
i-7JiYVDnK37xg39yjTzjQ3r,1978-10-18,1979-10-12,Regeringen Ullsten,sjukvårdsminister
i-7ds99BkmLPWLP4KGmbRfzB,1978-10-18,1979-10-12,Regeringen Ullsten,skolminister
i-9iNp1MZbdkNsrM73feEQmc,1978-10-18,1979-10-12,Regeringen Ullsten,energiminister
i-9iNp1MZbdkNsrM73feEQmc,1978-10-18,1979-10-12,Regeringen Ullsten,samordningsminister
i-Bx9fbNBh4ybH7H2kWavRdb,1978-10-18,1979-10-12,Regeringen Ullsten,socialminister
i-CbP8sTV35SJqStcUchg5Qq,1978-10-18,1979-10-12,Regeringen Ullsten,näringsminister
i-EjgCsasV3xuCur7HxqaNHA,1978-10-18,1979-10-12,Regeringen Ullsten,handelsminister
i-F4Pzs4iARRvqG686ESA9J,1978-10-18,1979-10-12,Regeringen Ullsten,kommunikationsminister
i-GebX3kmqSPBTWucSe5EXUh,1978-10-18,1979-10-12,Regeringen Ullsten,utrikesminister
i-M584LNfWt4DmybohxUfGwq,1978-10-18,1979-10-12,Regeringen Ullsten,Statsministerns ställföretädare
i-TLnEcKgBYha1pdFTVEbAvk,1978-10-18,1979-10-12,Regeringen Ullsten,jordbruksminister
i-UTp2h4U19YnGkWT1oeLekG,1978-10-18,1979-10-12,Regeringen Ullsten,invandrarminister
i-UTp2h4U19YnGkWT1oeLekG,1978-10-18,1979-10-12,Regeringen Ullsten,jämställdhetsminister
i-3ChvFB2zr9iHy1ZRMn1Ban,1979-10-12,1980-07-31,Regeringen Fälldin II,Statsministerns ställföretädare
i-3QJB8TPpzWzbukAybvx5SF,1979-10-12,1981-05-05,Regeringen Fälldin II,sjukvårdsminister
i-3R2qbKpVQbNv7BvXe7jvcr,1979-10-12,1982-10-04,Regeringen Fälldin II,jordbruksminister
i-4Fpaw3XcFb6Gne8E62mhr1,1979-10-12,1982-10-08,Regeringen Fälldin II,kommunminister
i-4Fpaw3XcFb6Gne8E62mhr1,1979-10-12,1982-10-08,Regeringen Fälldin II,samfundsminister
i-4uJEFdvmwfbMmozZhv5XDY,1979-10-12,1982-10-08,Regeringen Fälldin II,utrikesminister
i-8DX2HEsXGBiY7R9ZYRTmeN,1979-10-12,1982-10-08,Regeringen Fälldin II,invandrarminister
i-8DX2HEsXGBiY7R9ZYRTmeN,1979-10-12,1982-10-08,Regeringen Fälldin II,jämställdhetsminister
i-9DETYuf2xa4o1AQ7HpbNMT,1979-10-12,1981-05-05,Regeringen Fälldin II,handelsminister
i-9DETYuf2xa4o1AQ7HpbNMT,1979-10-12,1981-05-05,Regeringen Fälldin II,minister för nordiskt samarbete
i-FrizKF8qiYUeCD64QhzzFt,1979-10-12,1982-10-08,Regeringen Fälldin II,konsultativt statsråd
i-FrizKF8qiYUeCD64QhzzFt,1979-10-12,1982-10-08,Regeringen Fälldin II,löneminister
i-LQKP5CDY62YpFZWUbs7QiW,1979-10-12,1981-05-05,Regeringen Fälldin II,ekonomiminister
i-Li9GYUci4aMEKpg1gPEqQi,1979-10-12,1981-05-05,Regeringen Fälldin II,justitieminister
i-Pe1ftVDt68xexZMLUFEKsL,1979-10-12,1981-05-05,Regeringen Fälldin II,kommunikationsminister
i-QQjz7bn6czWU6491kCicK9,1979-10-12,1981-05-05,Regeringen Fälldin II,planminister
i-QhnsQ4XHA6EXWk4gj8dW77,1979-10-12,1982-10-08,Regeringen Fälldin II,näringsminister
i-TS1cfMCbC2M6YMwsFAgdXD,1979-10-12,1981-05-05,Regeringen Fälldin II,skolminister
i-XrDegv7uQGz4MSbepK4txd,1979-10-12,1982-10-08,Regeringen Fälldin II,socialminister
i-3R2qbKpVQbNv7BvXe7jvcr,1979-10-12,1982-10-04,Regeringen Fälldin III,jordbruksminister
i-4Fpaw3XcFb6Gne8E62mhr1,1979-10-12,1982-10-08,Regeringen Fälldin III,kommunminister
i-4Fpaw3XcFb6Gne8E62mhr1,1979-10-12,1982-10-08,Regeringen Fälldin III,samfundsminister
i-4uJEFdvmwfbMmozZhv5XDY,1979-10-12,1982-10-08,Regeringen Fälldin III,utrikesminister
i-8DX2HEsXGBiY7R9ZYRTmeN,1979-10-12,1982-10-08,Regeringen Fälldin III,invandrarminister
i-8DX2HEsXGBiY7R9ZYRTmeN,1979-10-12,1982-10-08,Regeringen Fälldin III,jämställdhetsminister
i-FrizKF8qiYUeCD64QhzzFt,1979-10-12,1982-10-08,Regeringen Fälldin III,konsultativt statsråd
i-FrizKF8qiYUeCD64QhzzFt,1979-10-12,1982-10-08,Regeringen Fälldin III,löneminister
i-QhnsQ4XHA6EXWk4gj8dW77,1979-10-12,1982-10-08,Regeringen Fälldin III,näringsminister
i-XrDegv7uQGz4MSbepK4txd,1979-10-12,1982-10-08,Regeringen Fälldin III,socialminister
i-K2W1rmLKCnHqkbBnbobd81,1979-11-06,1981-05-22,Regeringen Fälldin II,energiminister
i-K2W1rmLKCnHqkbBnbobd81,1979-11-06,1981-05-22,Regeringen Fälldin II,straffrättsminister
i-788GHtzSVWps3NNq8zFMiq,1980-07-31,1982-10-08,Regeringen Fälldin II,arbetsmarknadsminister
i-788GHtzSVWps3NNq8zFMiq,1980-07-31,1982-10-08,Regeringen Fälldin III,arbetsmarknadsminister
i-4uJEFdvmwfbMmozZhv5XDY,1980-08-01,1982-10-08,Regeringen Fälldin II,Statsministerns ställföretädare
i-BtQ4ubBXfEg4xPiwpPM4Vt,1980-08-01,1982-10-08,Regeringen Fälldin II,budgetminister
i-4uJEFdvmwfbMmozZhv5XDY,1980-08-01,1982-10-08,Regeringen Fälldin III,Statsministerns ställföretädare
i-BtQ4ubBXfEg4xPiwpPM4Vt,1980-08-01,1982-10-08,Regeringen Fälldin III,budgetminister
i-3R2qbKpVQbNv7BvXe7jvcr,1981-05-05,,Regeringen Fälldin II,försvarsminister
i-BtQ4ubBXfEg4xPiwpPM4Vt,1981-05-05,,Regeringen Fälldin II,ekonomiminister
i-FrizKF8qiYUeCD64QhzzFt,1981-05-05,,Regeringen Fälldin II,infrastrukturminister
i-FrizKF8qiYUeCD64QhzzFt,1981-05-05,1981-05-22,Regeringen Fälldin II,kommunikationsminister
i-K2W1rmLKCnHqkbBnbobd81,1981-05-05,1982-10-08,Regeringen Fälldin II,justitieminister
i-P7oVLGoBfbz4RGE5XkQtLN,1981-05-05,1981-05-22,Regeringen Fälldin II,handelsminister
i-P7oVLGoBfbz4RGE5XkQtLN,1981-05-05,1981-05-22,Regeringen Fälldin II,minister för nordiskt samarbete
i-BtQ4ubBXfEg4xPiwpPM4Vt,1981-05-05,1982-10-08,Regeringen Fälldin III,ekonomiminister
i-K2W1rmLKCnHqkbBnbobd81,1981-05-05,1982-10-08,Regeringen Fälldin III,justitieminister
i-67kiTFbXU3qDiVNVin2wTU,1981-05-22,1982-10-08,Regeringen Fälldin III,handelsminister
i-67kiTFbXU3qDiVNVin2wTU,1981-05-22,1982-10-08,Regeringen Fälldin III,minister för nordiskt samarbete
i-788GHtzSVWps3NNq8zFMiq,1981-05-22,1982-10-08,Regeringen Fälldin III,energiminister
i-DDBp1Uv1xUyCgUST4Mk7Ub,1981-05-22,1982-10-08,Regeringen Fälldin III,sjukvårdsminister
i-P4Whrc3PQ9jPwPpdLqCHem,1981-05-22,1982-10-08,Regeringen Fälldin III,kommunikationsminister
i-SD9pkoqRT5Wh44pQmYMCqD,1981-05-22,1982-10-08,Regeringen Fälldin III,skolminister
i-SD9pkoqRT5Wh44pQmYMCqD,1981-05-22,1982-10-08,Regeringen Fälldin III,ungdomsminister
i-HGfALYBg5SLYb8z1er3XK1,1982,1985,Regeringen Palme II,kommunikationsminister
i-P4Whrc3PQ9jPwPpdLqCHem,1982-10-04,1982-10-08,Regeringen Fälldin III,jordbruksminister
i-P4Whrc3PQ9jPwPpdLqCHem,1982-10-04,,Regeringen Fälldin III,landsbygdsminister
i-2pEgGvjfozTyRxyzmLZFo2,1982-10-08,1989-12-31,Regeringen Carlsson I,jordbruksminister
i-2pEgGvjfozTyRxyzmLZFo2,1982-10-08,1986-10-10,Regeringen Carlsson I,minister för nordiskt samarbete
i-3M1s36ECJm8aj113TDC85w,1982-10-08,1988-10-04,Regeringen Carlsson I,samfundsminister
i-8rjVavTFp7UjLy1RbrHnia,1982-10-08,1988-09-30,Regeringen Carlsson I,näringsminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1982-10-08,1991-10-04,Regeringen Carlsson I,kulturminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1982-10-08,1989-01-30,Regeringen Carlsson I,skolminister
i-BZDMLaDZjTMLecbbyhYS3t,1982-10-08,1986-10-10,Regeringen Carlsson I,minister för nordiskt samarbete
i-FLEUnTue6oAgyDmZZjwLh8,1982-10-08,1987-10-19,Regeringen Carlsson I,arbetsmarknadsminister
i-K7A3HxRuQWaoRkthu77uVa,1982-10-08,1986-10-10,Regeringen Carlsson I,invandrarminister
i-K7A3HxRuQWaoRkthu77uVa,1982-10-08,1986-10-10,Regeringen Carlsson I,jämställdhetsminister
i-WAR7Xtq5vM5vhtMxcKDZv4,1982-10-08,1988-10-04,Regeringen Carlsson I,bostadsminister
i-YUKjmPPD3LmjeCPdQWkuEh,1982-10-08,1990-02-27,Regeringen Carlsson I,energiminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1982-10-08,1991-10-04,Regeringen Carlsson II,kulturminister
i-2pEgGvjfozTyRxyzmLZFo2,1982-10-08,1989-12-31,Regeringen Palme II,jordbruksminister
i-2pEgGvjfozTyRxyzmLZFo2,1982-10-08,1986-10-10,Regeringen Palme II,minister för nordiskt samarbete
i-3M1s36ECJm8aj113TDC85w,1982-10-08,1982-12-31,Regeringen Palme II,kommunminister
i-3M1s36ECJm8aj113TDC85w,1982-10-08,1988-10-04,Regeringen Palme II,samfundsminister
i-8rjVavTFp7UjLy1RbrHnia,1982-10-08,1988-09-30,Regeringen Palme II,näringsminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1982-10-08,1991-10-04,Regeringen Palme II,kulturminister
i-BFGDB1bJnGJ9rKYG9ZeVSr,1982-10-08,1989-01-30,Regeringen Palme II,skolminister
i-EKAdp351JQgZiMQXg875jB,1982-10-08,1985-10-16,Regeringen Palme II,sjukvårdsminister
i-FLEUnTue6oAgyDmZZjwLh8,1982-10-08,1987-10-19,Regeringen Palme II,arbetsmarknadsminister
i-K7A3HxRuQWaoRkthu77uVa,1982-10-08,1986-10-10,Regeringen Palme II,invandrarminister
i-K7A3HxRuQWaoRkthu77uVa,1982-10-08,1986-10-10,Regeringen Palme II,jämställdhetsminister
i-LjtwJxDCPGUHPFuX9WhngD,1982-10-08,1985-10-16,Regeringen Palme II,socialminister
i-QSBS4dqtsRDzm8fcNNRFaC,1982-10-08,1982-12-31,Regeringen Palme II,budgetminister
i-QSBS4dqtsRDzm8fcNNRFaC,1982-10-08,1982-12-31,Regeringen Palme II,ekonomiminister
i-Swj9MJpeW2AoQ6xU1k7jnv,1982-10-08,1985-09-30,Regeringen Palme II,biträdande industriminister
i-SySN6qMqpcrxHXHJgwvJdT,1982-10-08,1985-10-16,Regeringen Palme II,utbildningsminister
i-VChpD1cxp66qPxcyfhpJrB,1982-10-08,1983-11-10,Regeringen Palme II,justitieminister
i-VxBS1HHcrVMPJcDXUTpFJS,1982-10-08,1982-12-31,Regeringen Palme II,handelsminister
i-VxBS1HHcrVMPJcDXUTpFJS,1982-10-08,1985-10-17,Regeringen Palme II,utrikesminister
i-WAR7Xtq5vM5vhtMxcKDZv4,1982-10-08,1988-10-04,Regeringen Palme II,bostadsminister
i-WYkrZExE7jfwHjmfH1DPwg,1982-10-08,1986-03-13,Regeringen Palme II,Statsministerns ställföretädare
i-YUKjmPPD3LmjeCPdQWkuEh,1982-10-08,1990-02-27,Regeringen Palme II,energiminister
i-HGfALYBg5SLYb8z1er3XK1,1982-12-01,1983-01-17,Regeringen Palme II,försvarsminister
i-GwSWKqF8wUht9mCcC5zupF,1983,1987-10-19,Regeringen Carlsson I,justitieminister
i-GwSWKqF8wUht9mCcC5zupF,1983,1987-10-19,Regeringen Palme II,justitieminister
i-BZDMLaDZjTMLecbbyhYS3t,1983-01-01,1986-10-09,Regeringen Carlsson I,utrikeshandelsminister
i-QSBS4dqtsRDzm8fcNNRFaC,1983-01-01,1990-02-16,Regeringen Carlsson I,finansminister
i-3M1s36ECJm8aj113TDC85w,1983-01-01,,Regeringen Palme II,civilminister
i-BZDMLaDZjTMLecbbyhYS3t,1983-01-01,1986-10-09,Regeringen Palme II,utrikeshandelsminister
i-QSBS4dqtsRDzm8fcNNRFaC,1983-01-01,1990-02-16,Regeringen Palme II,finansminister
i-MzhaAHmt5ryC3NbyzABfsA,1983-01-17,1985-10-14,Regeringen Palme II,försvarsminister
i-FLEUnTue6oAgyDmZZjwLh8,1983-11-11,1983-11-15,Regeringen Palme II,justitieminister
i-GwSWKqF8wUht9mCcC5zupF,1983-11-15,1987-10-19,Regeringen Carlsson I,justitieminister
i-GwSWKqF8wUht9mCcC5zupF,1983-11-15,1987-10-19,Regeringen Palme II,justitieminister
i-Swj9MJpeW2AoQ6xU1k7jnv,1985-07-01,1985-10-17,Regeringen Palme II,infrastrukturminister
i-Swj9MJpeW2AoQ6xU1k7jnv,1985-07-01,1985-10-17,Regeringen Palme II,kommunikationsminister
i-TgNr7w5KMUTB7gX5TMgE3U,1985-09-30,,Regeringen Palme II,sjukvårdsminister
i-WYkrZExE7jfwHjmfH1DPwg,1985-10-07,1986-02-28,Regeringen Palme II,miljöminister
i-Swj9MJpeW2AoQ6xU1k7jnv,1985-10-14,1991-10-04,Regeringen Carlsson I,försvarsminister
i-Swj9MJpeW2AoQ6xU1k7jnv,1985-10-14,1991-10-04,Regeringen Carlsson II,försvarsminister
i-Swj9MJpeW2AoQ6xU1k7jnv,1985-10-14,1991-10-04,Regeringen Palme II,försvarsminister
i-VPrEm3uqu94z7CJxXggcjD,1985-10-15,1988-10-04,Regeringen Carlsson I,konsumentminister
i-VPrEm3uqu94z7CJxXggcjD,1985-10-15,1988-10-04,Regeringen Carlsson I,löneminister
i-VPrEm3uqu94z7CJxXggcjD,1985-10-15,1988-10-04,Regeringen Palme II,konsumentminister
i-VPrEm3uqu94z7CJxXggcjD,1985-10-15,1988-10-04,Regeringen Palme II,löneminister
i-EKAdp351JQgZiMQXg875jB,1985-10-16,1989-01-29,Regeringen Carlsson I,socialminister
i-EKAdp351JQgZiMQXg875jB,1985-10-16,1989-01-29,Regeringen Palme II,socialminister
i-LjtwJxDCPGUHPFuX9WhngD,1985-10-17,1991-10-04,Regeringen Carlsson I,utrikesminister
i-SySN6qMqpcrxHXHJgwvJdT,1985-10-17,1991-10-04,Regeringen Carlsson I,biståndsminister
i-VxBS1HHcrVMPJcDXUTpFJS,1985-10-17,1989-01-29,Regeringen Carlsson I,utbildningsminister
i-LjtwJxDCPGUHPFuX9WhngD,1985-10-17,1991-10-04,Regeringen Carlsson II,utrikesminister
i-SySN6qMqpcrxHXHJgwvJdT,1985-10-17,1991-10-04,Regeringen Carlsson II,biståndsminister
i-LjtwJxDCPGUHPFuX9WhngD,1985-10-17,1991-10-04,Regeringen Palme II,utrikesminister
i-SySN6qMqpcrxHXHJgwvJdT,1985-10-17,1991-10-04,Regeringen Palme II,biståndsminister
i-VxBS1HHcrVMPJcDXUTpFJS,1985-10-17,1989-01-29,Regeringen Palme II,utbildningsminister
i-PNtNEDX6PkGV1MhkrC5uj1,1985-10-18,1989-01-29,Regeringen Carlsson I,kommunikationsminister
i-PNtNEDX6PkGV1MhkrC5uj1,1985-10-18,,Regeringen Palme II,infrastrukturminister
i-PNtNEDX6PkGV1MhkrC5uj1,1985-10-18,1989-01-29,Regeringen Palme II,kommunikationsminister
i-YUKjmPPD3LmjeCPdQWkuEh,1986-03-12,1991-10-04,Regeringen Carlsson I,miljöminister
i-YUKjmPPD3LmjeCPdQWkuEh,1986-03-12,1991-10-04,Regeringen Carlsson II,miljöminister
i-2pEgGvjfozTyRxyzmLZFo2,1986-03-13,1986-10-09,Regeringen Carlsson I,Statsministerns ställföretädare
i-BZDMLaDZjTMLecbbyhYS3t,1986-10-10,1991-10-04,Regeringen Carlsson I,jordbruksminister
i-BZDMLaDZjTMLecbbyhYS3t,1986-10-10,,Regeringen Carlsson I,landsbygdsminister
i-FLEUnTue6oAgyDmZZjwLh8,1986-10-10,1987-10-19,Regeringen Carlsson I,jämställdhetsminister
i-JgqDoQfn7LrFWFe8vQvbAc,1986-10-10,1991-10-04,Regeringen Carlsson I,idrottsminister
i-JgqDoQfn7LrFWFe8vQvbAc,1986-10-10,1988-10-04,Regeringen Carlsson I,minister för nordiskt samarbete
i-JgqDoQfn7LrFWFe8vQvbAc,1986-10-10,1988-10-04,Regeringen Carlsson I,ungdomsminister
i-K7A3HxRuQWaoRkthu77uVa,1986-10-10,1991-10-04,Regeringen Carlsson I,utrikeshandelsminister
i-QSBS4dqtsRDzm8fcNNRFaC,1986-10-10,1990-02-16,Regeringen Carlsson I,Statsministerns ställföretädare
i-Xrj5P46hsif4EVQjEQc8eH,1986-10-10,1989-01-29,Regeringen Carlsson I,invandrarminister
i-BZDMLaDZjTMLecbbyhYS3t,1986-10-10,1991-10-04,Regeringen Carlsson II,jordbruksminister
i-JgqDoQfn7LrFWFe8vQvbAc,1986-10-10,1991-10-04,Regeringen Carlsson II,idrottsminister
i-K7A3HxRuQWaoRkthu77uVa,1986-10-10,1991-10-04,Regeringen Carlsson II,utrikeshandelsminister
i-5CGPntyQKYyZVCsCYHPNrm,1987-10-19,1990-01-11,Regeringen Carlsson I,arbetsmarknadsminister
i-5CGPntyQKYyZVCsCYHPNrm,1987-10-19,1989-01-29,Regeringen Carlsson I,jämställdhetsminister
i-FLEUnTue6oAgyDmZZjwLh8,1987-10-19,1988-06-07,Regeringen Carlsson I,justitieminister
i-VPrEm3uqu94z7CJxXggcjD,1988,1991,Regeringen Carlsson I,civilminister
i-VPrEm3uqu94z7CJxXggcjD,1988,1991,Regeringen Carlsson II,civilminister
i-8rjVavTFp7UjLy1RbrHnia,1988-07-07,1988-09-30,Regeringen Carlsson I,justitieminister
i-WYkrZExE7jfwHjmfH1DPwg,1988-09-30,1988-10-04,Regeringen Carlsson I,justitieminister
i-WYkrZExE7jfwHjmfH1DPwg,1988-09-30,1988-10-04,Regeringen Carlsson I,näringsminister
i-4CwyNH4xXJhZj5wdBAzmSY,1988-10-04,1991-10-04,Regeringen Carlsson I,justitieminister
i-BAQZQCwvaeCDiXjeD54AnV,1988-10-04,1990-01-11,Regeringen Carlsson I,näringsminister
i-JgqDoQfn7LrFWFe8vQvbAc,1988-10-04,1991-10-04,Regeringen Carlsson I,bostadsminister
i-aihY66rhb8LqCkSn8GhKt,1988-10-04,1991-10-04,Regeringen Carlsson I,konsumentminister
i-aihY66rhb8LqCkSn8GhKt,1988-10-04,1991-10-04,Regeringen Carlsson I,samfundsminister
i-aihY66rhb8LqCkSn8GhKt,1988-10-04,1991-10-04,Regeringen Carlsson I,ungdomsminister
i-wfVKmWwu9tQqTHD55FwTQ,1988-10-04,1990-02-16,Regeringen Carlsson I,budgetminister
i-4CwyNH4xXJhZj5wdBAzmSY,1988-10-04,1991-10-04,Regeringen Carlsson II,justitieminister
i-JgqDoQfn7LrFWFe8vQvbAc,1988-10-04,1991-10-04,Regeringen Carlsson II,bostadsminister
i-aihY66rhb8LqCkSn8GhKt,1988-10-04,1991-10-04,Regeringen Carlsson II,konsumentminister
i-aihY66rhb8LqCkSn8GhKt,1988-10-04,1991-10-04,Regeringen Carlsson II,samfundsminister
i-aihY66rhb8LqCkSn8GhKt,1988-10-04,1991-10-04,Regeringen Carlsson II,ungdomsminister
i-3kAjBmVsLrV8XDTkSBhmB8,1989-01-29,1991-10-04,Regeringen Carlsson I,invandrarminister
i-3kAjBmVsLrV8XDTkSBhmB8,1989-01-29,1991-10-04,Regeringen Carlsson I,jämställdhetsminister
i-3kVCtR7mCK6mW2F6oaBMR5,1989-01-29,1991-10-04,Regeringen Carlsson I,skolminister
i-PNtNEDX6PkGV1MhkrC5uj1,1989-01-29,1990-01-11,Regeringen Carlsson I,socialminister
i-Xrj5P46hsif4EVQjEQc8eH,1989-01-29,,Regeringen Carlsson I,infrastrukturminister
i-Xrj5P46hsif4EVQjEQc8eH,1989-01-29,1990-02-27,Regeringen Carlsson I,kommunikationsminister
