person_id,start,end,party,party_id,swerik_party_id
i-DKX1MP4aaNtFZSpMKXCwY,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DKX1MP4aaNtFZSpMKXCwY,1974-01-10,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DKX1MP4aaNtFZSpMKXCwY,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DKX1MP4aaNtFZSpMKXCwY,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DKX1MP4aaNtFZSpMKXCwY,1982-10-04,1982-10-08,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DKX1MP4aaNtFZSpMKXCwY,1985-09-30,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DKsVYU73WDtSTFEeLoboVx,1994-10-03,1998-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DKsVYU73WDtSTFEeLoboVx,1998-10-05,2002-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DKsVYU73WDtSTFEeLoboVx,2002-09-30,2006-10-02,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DKsVYU73WDtSTFEeLoboVx,2006-10-02,2010-10-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DLCwBb7jxfH8x1KBLZSg8y,2013-11-04,2013-12-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DLCwBb7jxfH8x1KBLZSg8y,2014-10-03,2014-10-13,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DLt3BwBDVwBxqxVEki5m5B,2010-10-04,2014-09-29,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-DLt3BwBDVwBxqxVEki5m5B,2014-09-29,2018-09-24,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-DLx4ySwzLpD3342zPr9u8Q,2014-09-29,2018-09-24,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-DMGKRcZKJjLDnd1Mozdje8,1998-10-05,2002-09-30,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-DMGKRcZKJjLDnd1Mozdje8,2002-09-30,2006-10-02,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-DMh3exABdyie4FuycG7Nae,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMh3exABdyie4FuycG7Nae,1974-01-10,1976-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMh3exABdyie4FuycG7Nae,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMh3exABdyie4FuycG7Nae,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMh3exABdyie4FuycG7Nae,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMh3exABdyie4FuycG7Nae,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMh3exABdyie4FuycG7Nae,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DMheKZZCYDtLzdvzFzc5vP,1982-10-04,1985-09-30,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-DMheKZZCYDtLzdvzFzc5vP,1985-09-30,1988-10-03,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-DMheKZZCYDtLzdvzFzc5vP,1988-10-03,1991-09-30,Liberalerna,Q110857,
i-DMheKZZCYDtLzdvzFzc5vP,1991-09-30,1994-10-03,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-DMheKZZCYDtLzdvzFzc5vP,1994-10-03,1998-10-05,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-DMheKZZCYDtLzdvzFzc5vP,1998-10-05,2000-11-08,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-DMheKZZCYDtLzdvzFzc5vP,2000-12-19,2002-09-30,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-DNNiNSDxQTnBcHkT2viXX4,2022-09-26,,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-DNeLvjYn7kX5YstpJdB4h5,2022-01-11,2022-09-26,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-DNqTcsfB3EXVTxeGMdNa11,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DNqTcsfB3EXVTxeGMdNa11,1974-01-10,1974-03-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DP63nXUT3WdGMsHBfkoKrr,2022-10-18,,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DRiwPcfjVYQdJiVawKhKpN,1983-01-13,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DRiwPcfjVYQdJiVawKhKpN,1985-10-15,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DRiwPcfjVYQdJiVawKhKpN,1988-10-03,1988-11-07,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DRiwPcfjVYQdJiVawKhKpN,1988-11-08,1990-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DRiwPcfjVYQdJiVawKhKpN,1990-10-02,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DRqpu2aaHKSgAVbkTGg4rs,2021-01-01,2022-09-26,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DRqpu2aaHKSgAVbkTGg4rs,2022-09-26,,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DSgCixAdAvhSA1u2TeDZQH,2002-09-30,2002-10-09,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2002-10-10,2004-06-14,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2004-06-15,2004-10-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2004-11-12,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2006-10-02,2006-10-06,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2008-02-11,2008-04-13,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2008-12-14,2009-02-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DSgCixAdAvhSA1u2TeDZQH,2009-03-11,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DUpfpChzMCLm8BKUvCnw3T,2014-09-29,2016-04-17,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DUpfpChzMCLm8BKUvCnw3T,2017-01-02,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DUpfpChzMCLm8BKUvCnw3T,2018-09-24,2019-02-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DUpfpChzMCLm8BKUvCnw3T,2019-12-01,2022-09-26,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DUpfpChzMCLm8BKUvCnw3T,2022-09-26,,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DWeXh4zHCbqRVgtH4QLZC3,1979-10-01,1981-11-15,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DWeXh4zHCbqRVgtH4QLZC3,1981-12-16,1982-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DWeXh4zHCbqRVgtH4QLZC3,1982-10-04,1985-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DWeXh4zHCbqRVgtH4QLZC3,1985-09-30,1988-10-03,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DWeXh4zHCbqRVgtH4QLZC3,1988-10-03,1991-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DWeXh4zHCbqRVgtH4QLZC3,1991-09-30,1993-05-11,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DWgcUDJTHbEcGKZqHxJj8C,2018-09-24,2022-09-26,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DXYijt8wprzTgm7zCTJYc3,2002-09-30,2003-02-20,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DXYijt8wprzTgm7zCTJYc3,2003-08-02,2003-10-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DXYijt8wprzTgm7zCTJYc3,2004-03-15,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DXYijt8wprzTgm7zCTJYc3,2006-10-02,2010-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DXYijt8wprzTgm7zCTJYc3,2010-10-04,2014-09-29,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DXYijt8wprzTgm7zCTJYc3,2014-09-29,2015-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DYgzAT37kBVShgAsK7YzHQ,1971-01-11,1974-01-10,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-DYgzAT37kBVShgAsK7YzHQ,1974-01-10,1974-01-10,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-DYxXbC2LXzL11J2rHdExZh,1974-01-10,1976-10-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1976-10-04,1979-10-01,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1979-10-01,1982-10-04,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1982-10-04,1984-10-15,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1984-11-18,1985-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1985-09-30,1988-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1988-10-03,1991-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DYxXbC2LXzL11J2rHdExZh,1991-09-30,1994-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DZnrxW2kSEVtagNyHZpyyH,1974-10-21,1975-03-16,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DZnrxW2kSEVtagNyHZpyyH,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DaicBBuxahZnC8TXUP7pKP,1991-09-30,1994-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DaicBBuxahZnC8TXUP7pKP,1994-10-03,1998-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DbXGNtMCSMbiX9RnQ3yzyL,1985-11-18,1985-12-18,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DbXGNtMCSMbiX9RnQ3yzyL,1986-10-15,1986-11-14,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DbXGNtMCSMbiX9RnQ3yzyL,1988-10-03,1990-02-16,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DdXWx7Nj5d7XYS8hEPL4Ro,1988-11-11,1988-12-12,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DdtTLWnx7UACZsKE2ev6s,1976-10-04,1979-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DdtTLWnx7UACZsKE2ev6s,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DdtTLWnx7UACZsKE2ev6s,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-De1x3H1kWk3e7qagXWJWkc,1994-06-20,1994-10-03,Folkpartiet liberalerna,Q110857,i-Hm85EQfFmbYuYFPjpXtuCj
i-DeVfQ6A9p3piatQSzsHysN,1982-10-21,1982-11-21,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,1984-10-03,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeVfQ6A9p3piatQSzsHysN,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DeptGBZtEQx7vKbsL6e4hX,2014-09-29,2018-09-24,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-DeptGBZtEQx7vKbsL6e4hX,2018-09-24,2022-09-26,Miljöpartiet,Q213451,i-Qha9NerKBigcjJXgoRk4Md
i-DfMBmwjfAwnb2JfXgJ9isk,2014-09-29,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DfMBmwjfAwnb2JfXgJ9isk,2018-09-24,2022-09-26,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DfMBmwjfAwnb2JfXgJ9isk,2022-09-26,,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DfQCZENTNqZdmhKQNP4e5m,2022-09-26,,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-DffEkVAuyPUUJZZTAf2UsX,2022-09-26,2022-10-11,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-Dh86x4tP3poRsuGn2pQFUn,1998-10-05,2002-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-Dh86x4tP3poRsuGn2pQFUn,2002-09-30,2006-10-02,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-Dh86x4tP3poRsuGn2pQFUn,2006-10-02,2006-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-Dh86x4tP3poRsuGn2pQFUn,2010-10-06,2014-09-29,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DhFtpnk9dqFrTXA2tvjJnb,2021-07-01,2021-12-17,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DhFtpnk9dqFrTXA2tvjJnb,2024-01-30,,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DhKcHWipWA2w7meLAwkbAA,2022-09-26,,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DkxF3Bp5G35ogbSbuNFExc,1976-10-04,1979-10-01,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-DkxF3Bp5G35ogbSbuNFExc,1979-10-01,1982-10-04,Folkpartiet,Q110857,i-FpGjUCojANuvvwqsNXjcuu
i-Dkz1KdQBrKqVm9WCptUQaD,2013-05-02,2013-08-25,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-Dkz1KdQBrKqVm9WCptUQaD,2014-09-29,2018-09-24,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-Dkz1KdQBrKqVm9WCptUQaD,2018-09-24,2022-09-26,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-Dkz1KdQBrKqVm9WCptUQaD,2022-09-26,,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-DmUZytVbrrufqUhEMo3Q2X,2018-09-24,2022-09-26,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DmUZytVbrrufqUhEMo3Q2X,2022-09-26,,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DnTstrvT1jenyw6pdMxfZi,1987-04-27,1987-06-01,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DnTstrvT1jenyw6pdMxfZi,1990-03-19,1990-04-19,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DnTstrvT1jenyw6pdMxfZi,1991-09-30,1994-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DnTstrvT1jenyw6pdMxfZi,1994-10-03,1998-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DnTstrvT1jenyw6pdMxfZi,1998-10-05,2002-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DnTstrvT1jenyw6pdMxfZi,2002-09-30,2006-10-02,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DnTstrvT1jenyw6pdMxfZi,2006-10-02,2006-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-Dnc5M1DTGNVBxsnXz7TcBj,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dnc5M1DTGNVBxsnXz7TcBj,1998-10-05,1998-10-06,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dnc5M1DTGNVBxsnXz7TcBj,1998-10-20,1999-03-31,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dnc5M1DTGNVBxsnXz7TcBj,1999-04-01,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dnc5M1DTGNVBxsnXz7TcBj,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1974-01-10,1976-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1976-10-04,1979-10-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1979-10-01,1982-10-04,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1982-10-04,1982-11-16,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1982-12-18,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dqwk6WRPNzjzwmqmA18xc1,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Ds7sSTFH4EAscvdepjuZf3,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Ds7sSTFH4EAscvdepjuZf3,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Ds7sSTFH4EAscvdepjuZf3,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Ds7sSTFH4EAscvdepjuZf3,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Ds7sSTFH4EAscvdepjuZf3,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Ds7sSTFH4EAscvdepjuZf3,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DsA7JDV9XexiB7YxfnpCm5,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DsA7JDV9XexiB7YxfnpCm5,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DsA7JDV9XexiB7YxfnpCm5,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DseAX2z2ZzXoN1AquKvaDC,2015-10-01,2017-05-28,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DseAX2z2ZzXoN1AquKvaDC,2017-05-29,2018-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DseAX2z2ZzXoN1AquKvaDC,2018-09-24,2022-09-26,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dt448JefoURo4sEMRH39aM,1994-10-03,1998-10-05,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dt448JefoURo4sEMRH39aM,1998-10-05,2002-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-Dt448JefoURo4sEMRH39aM,2002-09-30,2006-10-02,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DthTyR9U9R8S6NVcPNcNQA,2018-09-24,2022-09-26,Vänsterpartiet,Q110837,i-CJb7bcc1eZcehvGarg8GpB
i-DthTyR9U9R8S6NVcPNcNQA,2022-09-26,,Vänsterpartiet,Q110837,
i-DtxLnvKNi8eR1muemGYCHj,1991-09-30,1994-10-03,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DtxLnvKNi8eR1muemGYCHj,1994-10-03,1998-10-05,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DtxLnvKNi8eR1muemGYCHj,1998-10-05,2002-09-30,Moderata samlingspartiet,Q110843,i-F6Stwe8wVnSPa3BbgusszQ
i-DuCgc7X8a4wHuXxQm37d7Z,2023-01-18,2023-03-31,Sverigedemokraterna,Q504069,i-Cb6hYmJf4EDxesFRgErquJ
i-DuKowRCZeJcfZANidh4RSE,1982-10-04,1985-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuKowRCZeJcfZANidh4RSE,1985-09-30,1988-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuKowRCZeJcfZANidh4RSE,1988-10-03,1991-09-30,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuKowRCZeJcfZANidh4RSE,1991-09-30,1994-10-03,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuMkbdojgoQN2GPx9cnpUs,2018-12-01,2019-01-01,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuMkbdojgoQN2GPx9cnpUs,2019-12-20,2020-08-09,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuMkbdojgoQN2GPx9cnpUs,2023-04-01,2023-09-24,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DuMmQVGSnykDcj8ZwohCuA,1971-01-11,1974-01-10,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DuMmQVGSnykDcj8ZwohCuA,1974-01-10,1976-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DuMmQVGSnykDcj8ZwohCuA,1976-10-04,1979-10-01,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DuMmQVGSnykDcj8ZwohCuA,1979-10-01,1982-10-04,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DuMmQVGSnykDcj8ZwohCuA,1982-10-04,1982-12-29,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DuMmQVGSnykDcj8ZwohCuA,1983-02-11,1985-09-30,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DuMmQVGSnykDcj8ZwohCuA,1985-09-30,1988-10-03,Centerpartiet,Q110832,i-UiFZiVNo3YgVfyN93Qigiv
i-DvBHsEyohWBknp7Yk6WKb,1971-01-11,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
i-DvBHsEyohWBknp7Yk6WKb,1974-01-10,1974-01-10,Socialdemokraterna,Q105112,i-VS8ddgxigwL5TceKtXGApS
