calendar_year,parliament_year,chamber,swerik_party_id,nr_seats
1938,1938,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1938,1938,ak,i-CNbGLyuzdkRJ2sJBBpzJit,30
1938,1938,ak,i-4nyjRorziqEDtDmp1ZXDoP,31
1938,1938,fk,i-VS8ddgxigwL5TceKtXGApS,68
1938,1938,fk,i-UiFZiVNo3YgVfyN93Qigiv,2
1938,1938,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,2
1938,1938,fk,i-3A4u29WVtvfu8i1KwuPEeE,16
1938,1938,fk,i-FpGjUCojANuvvwqsNXjcuu,17
1938,1938,fk,No SWERIK-id found,1
1938,1938,fk,i-CNbGLyuzdkRJ2sJBBpzJit,22
1938,1938,fk,i-4nyjRorziqEDtDmp1ZXDoP,24
1939,1939,ak,i-4nyjRorziqEDtDmp1ZXDoP,31
1939,1939,ak,i-SeXPXWPfyJxdeuuFtkdhxh,3
1939,1939,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1939,1939,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1939,1939,ak,i-CNbGLyuzdkRJ2sJBBpzJit,29
1939,1939,ak,i-FpGjUCojANuvvwqsNXjcuu,26
1939,1939,ak,i-VS8ddgxigwL5TceKtXGApS,116
1939,1939,ak,i-3A4u29WVtvfu8i1KwuPEeE,11
1939,1939,ak,i-UiFZiVNo3YgVfyN93Qigiv,7
1939,1939,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1939,1939,fk,i-VS8ddgxigwL5TceKtXGApS,72
1939,1939,fk,i-CJb7bcc1eZcehvGarg8GpB,1
1939,1939,fk,i-FpGjUCojANuvvwqsNXjcuu,15
1939,1939,fk,i-CNbGLyuzdkRJ2sJBBpzJit,22
1939,1939,fk,No SWERIK-id found,1
1939,1939,fk,i-UiFZiVNo3YgVfyN93Qigiv,2
1939,1939,fk,i-3A4u29WVtvfu8i1KwuPEeE,19
1939,1939,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1939,1939,fk,i-4nyjRorziqEDtDmp1ZXDoP,21
1940,1940,ak,i-CNbGLyuzdkRJ2sJBBpzJit,28
1940,1940,ak,i-FpGjUCojANuvvwqsNXjcuu,26
1940,1940,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1940,1940,ak,i-4nyjRorziqEDtDmp1ZXDoP,30
1940,1940,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1940,1940,ak,i-3A4u29WVtvfu8i1KwuPEeE,12
1940,1940,ak,i-VS8ddgxigwL5TceKtXGApS,116
1940,1940,ak,i-UiFZiVNo3YgVfyN93Qigiv,8
1940,1940,ak,i-SeXPXWPfyJxdeuuFtkdhxh,3
1940,1940,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1940,1940,fk,i-CJb7bcc1eZcehvGarg8GpB,1
1940,1940,fk,i-VS8ddgxigwL5TceKtXGApS,73
1940,1940,fk,i-3A4u29WVtvfu8i1KwuPEeE,18
1940,1940,fk,i-CNbGLyuzdkRJ2sJBBpzJit,21
1940,1940,fk,i-FpGjUCojANuvvwqsNXjcuu,15
1940,1940,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1940,1940,fk,i-4nyjRorziqEDtDmp1ZXDoP,19
1940,1940,fk,i-UiFZiVNo3YgVfyN93Qigiv,3
1941,1941,ak,i-4nyjRorziqEDtDmp1ZXDoP,23
1941,1941,ak,i-F6Stwe8wVnSPa3BbgusszQ,3
1941,1941,ak,i-CNbGLyuzdkRJ2sJBBpzJit,23
1941,1941,ak,i-FpGjUCojANuvvwqsNXjcuu,22
1941,1941,ak,i-3A4u29WVtvfu8i1KwuPEeE,16
1941,1941,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1941,1941,ak,i-CJb7bcc1eZcehvGarg8GpB,3
1941,1941,ak,i-VS8ddgxigwL5TceKtXGApS,135
1941,1941,ak,i-UiFZiVNo3YgVfyN93Qigiv,4
1941,1941,fk,i-3A4u29WVtvfu8i1KwuPEeE,18
1941,1941,fk,i-UiFZiVNo3YgVfyN93Qigiv,3
1941,1941,fk,i-VS8ddgxigwL5TceKtXGApS,75
1941,1941,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1941,1941,fk,i-CNbGLyuzdkRJ2sJBBpzJit,21
1941,1941,fk,i-4nyjRorziqEDtDmp1ZXDoP,16
1941,1941,fk,i-CJb7bcc1eZcehvGarg8GpB,1
1941,1941,fk,i-FpGjUCojANuvvwqsNXjcuu,14
1942,1942,ak,i-UiFZiVNo3YgVfyN93Qigiv,5
1942,1942,ak,i-CJb7bcc1eZcehvGarg8GpB,3
1942,1942,ak,i-CNbGLyuzdkRJ2sJBBpzJit,23
1942,1942,ak,i-F6Stwe8wVnSPa3BbgusszQ,4
1942,1942,ak,i-4nyjRorziqEDtDmp1ZXDoP,22
1942,1942,ak,i-FpGjUCojANuvvwqsNXjcuu,22
1942,1942,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1942,1942,ak,i-3A4u29WVtvfu8i1KwuPEeE,16
1942,1942,ak,i-VS8ddgxigwL5TceKtXGApS,134
1942,1942,fk,i-FpGjUCojANuvvwqsNXjcuu,15
1942,1942,fk,i-CJb7bcc1eZcehvGarg8GpB,1
1942,1942,fk,i-UiFZiVNo3YgVfyN93Qigiv,3
1942,1942,fk,i-3A4u29WVtvfu8i1KwuPEeE,18
1942,1942,fk,i-4nyjRorziqEDtDmp1ZXDoP,16
1942,1942,fk,i-CNbGLyuzdkRJ2sJBBpzJit,19
1942,1942,fk,i-VS8ddgxigwL5TceKtXGApS,77
1942,1942,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1943,1943,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1943,1943,ak,i-4nyjRorziqEDtDmp1ZXDoP,21
1943,1943,ak,i-FpGjUCojANuvvwqsNXjcuu,22
1943,1943,ak,i-VS8ddgxigwL5TceKtXGApS,135
1943,1943,ak,i-F6Stwe8wVnSPa3BbgusszQ,4
1943,1943,ak,i-CNbGLyuzdkRJ2sJBBpzJit,23
1943,1943,ak,i-CJb7bcc1eZcehvGarg8GpB,3
1943,1943,ak,i-UiFZiVNo3YgVfyN93Qigiv,6
1943,1943,ak,i-3A4u29WVtvfu8i1KwuPEeE,17
1943,1943,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1943,1943,fk,i-CJb7bcc1eZcehvGarg8GpB,1
1943,1943,fk,i-VS8ddgxigwL5TceKtXGApS,81
1943,1943,fk,i-4nyjRorziqEDtDmp1ZXDoP,14
1943,1943,fk,i-CNbGLyuzdkRJ2sJBBpzJit,17
1943,1943,fk,i-FpGjUCojANuvvwqsNXjcuu,15
1943,1943,fk,i-UiFZiVNo3YgVfyN93Qigiv,4
1943,1943,fk,i-F6Stwe8wVnSPa3BbgusszQ,1
1943,1943,fk,i-3A4u29WVtvfu8i1KwuPEeE,18
1944,1944,ak,i-Kpkv9BSujEEJp1S4rDiDt7,2
1944,1944,ak,i-CJb7bcc1eZcehvGarg8GpB,3
1944,1944,ak,i-CNbGLyuzdkRJ2sJBBpzJit,21
1944,1944,ak,i-4nyjRorziqEDtDmp1ZXDoP,20
1944,1944,ak,i-F6Stwe8wVnSPa3BbgusszQ,5
1944,1944,ak,i-VS8ddgxigwL5TceKtXGApS,135
1944,1944,ak,i-UiFZiVNo3YgVfyN93Qigiv,7
1944,1944,ak,i-3A4u29WVtvfu8i1KwuPEeE,17
1944,1944,ak,i-FpGjUCojANuvvwqsNXjcuu,21
1944,1944,fk,i-3A4u29WVtvfu8i1KwuPEeE,17
1944,1944,fk,i-FpGjUCojANuvvwqsNXjcuu,15
1944,1944,fk,i-CNbGLyuzdkRJ2sJBBpzJit,15
1944,1944,fk,i-F6Stwe8wVnSPa3BbgusszQ,1
1944,1944,fk,i-VS8ddgxigwL5TceKtXGApS,83
1944,1944,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1944,1944,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1944,1944,fk,i-4nyjRorziqEDtDmp1ZXDoP,13
1944,1944,fk,i-UiFZiVNo3YgVfyN93Qigiv,5
1945,1945,ak,i-VS8ddgxigwL5TceKtXGApS,115
1945,1945,ak,i-3A4u29WVtvfu8i1KwuPEeE,20
1945,1945,ak,i-4nyjRorziqEDtDmp1ZXDoP,14
1945,1945,ak,No SWERIK-id found,3
1945,1945,ak,i-Kpkv9BSujEEJp1S4rDiDt7,2
1945,1945,ak,i-F6Stwe8wVnSPa3BbgusszQ,4
1945,1945,ak,i-CJb7bcc1eZcehvGarg8GpB,11
1945,1945,ak,i-FpGjUCojANuvvwqsNXjcuu,24
1945,1945,ak,i-CNbGLyuzdkRJ2sJBBpzJit,25
1945,1945,ak,i-TQCUzfkvYhBFrXeQwXoENH,1
1945,1945,ak,i-UiFZiVNo3YgVfyN93Qigiv,10
1945,1945,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1945,1945,fk,i-3A4u29WVtvfu8i1KwuPEeE,16
1945,1945,fk,i-VS8ddgxigwL5TceKtXGApS,84
1945,1945,fk,i-FpGjUCojANuvvwqsNXjcuu,14
1945,1945,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1945,1945,fk,i-F6Stwe8wVnSPa3BbgusszQ,2
1945,1945,fk,i-UiFZiVNo3YgVfyN93Qigiv,6
1945,1945,fk,i-4nyjRorziqEDtDmp1ZXDoP,13
1945,1945,fk,i-CNbGLyuzdkRJ2sJBBpzJit,15
1946,1946,ak,i-FpGjUCojANuvvwqsNXjcuu,24
1946,1946,ak,i-UiFZiVNo3YgVfyN93Qigiv,10
1946,1946,ak,No SWERIK-id found,3
1946,1946,ak,i-VS8ddgxigwL5TceKtXGApS,115
1946,1946,ak,i-4nyjRorziqEDtDmp1ZXDoP,14
1946,1946,ak,i-3A4u29WVtvfu8i1KwuPEeE,20
1946,1946,ak,i-Kpkv9BSujEEJp1S4rDiDt7,2
1946,1946,ak,i-CJb7bcc1eZcehvGarg8GpB,11
1946,1946,ak,i-F6Stwe8wVnSPa3BbgusszQ,4
1946,1946,ak,i-CNbGLyuzdkRJ2sJBBpzJit,26
1946,1946,ak,i-TQCUzfkvYhBFrXeQwXoENH,1
1946,1946,fk,i-UiFZiVNo3YgVfyN93Qigiv,6
1946,1946,fk,i-4nyjRorziqEDtDmp1ZXDoP,11
1946,1946,fk,i-FpGjUCojANuvvwqsNXjcuu,13
1946,1946,fk,i-CNbGLyuzdkRJ2sJBBpzJit,14
1946,1946,fk,i-3A4u29WVtvfu8i1KwuPEeE,16
1946,1946,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1946,1946,fk,i-VS8ddgxigwL5TceKtXGApS,85
1946,1946,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1
1946,1946,fk,i-F6Stwe8wVnSPa3BbgusszQ,2
1946,1946,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1947,1947,ak,i-UiFZiVNo3YgVfyN93Qigiv,10
1947,1947,ak,No SWERIK-id found,3
1947,1947,ak,i-FpGjUCojANuvvwqsNXjcuu,24
1947,1947,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1947,1947,ak,i-TQCUzfkvYhBFrXeQwXoENH,1
1947,1947,ak,i-F6Stwe8wVnSPa3BbgusszQ,4
1947,1947,ak,i-4nyjRorziqEDtDmp1ZXDoP,14
1947,1947,ak,i-VS8ddgxigwL5TceKtXGApS,116
1947,1947,ak,i-CNbGLyuzdkRJ2sJBBpzJit,25
1947,1947,ak,i-CJb7bcc1eZcehvGarg8GpB,11
1947,1947,ak,i-3A4u29WVtvfu8i1KwuPEeE,20
1947,1947,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1
1947,1947,fk,i-FpGjUCojANuvvwqsNXjcuu,14
1947,1947,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1947,1947,fk,i-4nyjRorziqEDtDmp1ZXDoP,7
1947,1947,fk,i-CNbGLyuzdkRJ2sJBBpzJit,15
1947,1947,fk,i-F6Stwe8wVnSPa3BbgusszQ,2
1947,1947,fk,i-UiFZiVNo3YgVfyN93Qigiv,6
1947,1947,fk,i-3A4u29WVtvfu8i1KwuPEeE,17
1947,1947,fk,i-VS8ddgxigwL5TceKtXGApS,87
1947,1947,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1948,1948,ak,No SWERIK-id found,3
1948,1948,ak,i-UiFZiVNo3YgVfyN93Qigiv,10
1948,1948,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1
1948,1948,ak,i-FpGjUCojANuvvwqsNXjcuu,24
1948,1948,ak,i-4nyjRorziqEDtDmp1ZXDoP,12
1948,1948,ak,i-CNbGLyuzdkRJ2sJBBpzJit,25
1948,1948,ak,i-F6Stwe8wVnSPa3BbgusszQ,4
1948,1948,ak,i-3A4u29WVtvfu8i1KwuPEeE,22
1948,1948,ak,i-CJb7bcc1eZcehvGarg8GpB,11
1948,1948,ak,i-VS8ddgxigwL5TceKtXGApS,116
1948,1948,ak,i-TQCUzfkvYhBFrXeQwXoENH,1
1948,1948,fk,i-VS8ddgxigwL5TceKtXGApS,86
1948,1948,fk,i-4nyjRorziqEDtDmp1ZXDoP,8
1948,1948,fk,i-3A4u29WVtvfu8i1KwuPEeE,16
1948,1948,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1948,1948,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1948,1948,fk,i-UiFZiVNo3YgVfyN93Qigiv,7
1948,1948,fk,i-F6Stwe8wVnSPa3BbgusszQ,2
1948,1948,fk,i-CNbGLyuzdkRJ2sJBBpzJit,14
1948,1948,fk,i-FpGjUCojANuvvwqsNXjcuu,16
1949,1949,ak,i-FpGjUCojANuvvwqsNXjcuu,54
1949,1949,ak,i-Kpkv9BSujEEJp1S4rDiDt7,4
1949,1949,ak,i-CJb7bcc1eZcehvGarg8GpB,7
1949,1949,ak,i-VS8ddgxigwL5TceKtXGApS,113
1949,1949,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1949,1949,ak,i-3A4u29WVtvfu8i1KwuPEeE,17
1949,1949,ak,No SWERIK-id found,1
1949,1949,ak,i-UiFZiVNo3YgVfyN93Qigiv,10
1949,1949,ak,i-CNbGLyuzdkRJ2sJBBpzJit,20
1949,1949,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1949,1949,fk,i-CNbGLyuzdkRJ2sJBBpzJit,14
1949,1949,fk,i-FpGjUCojANuvvwqsNXjcuu,18
1949,1949,fk,i-3A4u29WVtvfu8i1KwuPEeE,19
1949,1949,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1949,1949,fk,i-4nyjRorziqEDtDmp1ZXDoP,5
1949,1949,fk,i-UiFZiVNo3YgVfyN93Qigiv,7
1949,1949,fk,i-F6Stwe8wVnSPa3BbgusszQ,2
1949,1949,fk,i-VS8ddgxigwL5TceKtXGApS,84
1949,1949,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1950,1950,ak,i-UiFZiVNo3YgVfyN93Qigiv,11
1950,1950,ak,No SWERIK-id found,1
1950,1950,ak,i-FpGjUCojANuvvwqsNXjcuu,54
1950,1950,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1950,1950,ak,i-Kpkv9BSujEEJp1S4rDiDt7,4
1950,1950,ak,i-3A4u29WVtvfu8i1KwuPEeE,16
1950,1950,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1950,1950,ak,i-CJb7bcc1eZcehvGarg8GpB,7
1950,1950,ak,i-CNbGLyuzdkRJ2sJBBpzJit,19
1950,1950,ak,i-VS8ddgxigwL5TceKtXGApS,112
1950,1950,fk,i-F6Stwe8wVnSPa3BbgusszQ,3
1950,1950,fk,i-CNbGLyuzdkRJ2sJBBpzJit,15
1950,1950,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1950,1950,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1950,1950,fk,i-UiFZiVNo3YgVfyN93Qigiv,8
1950,1950,fk,i-VS8ddgxigwL5TceKtXGApS,82
1950,1950,fk,i-FpGjUCojANuvvwqsNXjcuu,20
1950,1950,fk,i-3A4u29WVtvfu8i1KwuPEeE,16
1950,1950,fk,i-4nyjRorziqEDtDmp1ZXDoP,4
1950,1950,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1951,1951,ak,i-3A4u29WVtvfu8i1KwuPEeE,16
1951,1951,ak,i-VS8ddgxigwL5TceKtXGApS,113
1951,1951,ak,i-CJb7bcc1eZcehvGarg8GpB,7
1951,1951,ak,i-UiFZiVNo3YgVfyN93Qigiv,11
1951,1951,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1951,1951,ak,i-FpGjUCojANuvvwqsNXjcuu,53
1951,1951,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1951,1951,ak,i-CNbGLyuzdkRJ2sJBBpzJit,19
1951,1951,ak,i-Kpkv9BSujEEJp1S4rDiDt7,4
1951,1951,ak,No SWERIK-id found,1
1951,1951,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1951,1951,fk,i-F6Stwe8wVnSPa3BbgusszQ,4
1951,1951,fk,i-VS8ddgxigwL5TceKtXGApS,81
1951,1951,fk,i-UiFZiVNo3YgVfyN93Qigiv,8
1951,1951,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1951,1951,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1951,1951,fk,i-FpGjUCojANuvvwqsNXjcuu,20
1951,1951,fk,i-4nyjRorziqEDtDmp1ZXDoP,4
1951,1951,fk,i-3A4u29WVtvfu8i1KwuPEeE,13
1951,1951,fk,i-CNbGLyuzdkRJ2sJBBpzJit,17
1952,1952,ak,No SWERIK-id found,1
1952,1952,ak,i-3A4u29WVtvfu8i1KwuPEeE,16
1952,1952,ak,i-UiFZiVNo3YgVfyN93Qigiv,11
1952,1952,ak,i-FpGjUCojANuvvwqsNXjcuu,52
1952,1952,ak,i-VS8ddgxigwL5TceKtXGApS,113
1952,1952,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1952,1952,ak,i-CNbGLyuzdkRJ2sJBBpzJit,19
1952,1952,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1952,1952,ak,i-CJb7bcc1eZcehvGarg8GpB,7
1952,1952,ak,i-Kpkv9BSujEEJp1S4rDiDt7,4
1952,1952,fk,i-3A4u29WVtvfu8i1KwuPEeE,13
1952,1952,fk,i-UiFZiVNo3YgVfyN93Qigiv,9
1952,1952,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1952,1952,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1952,1952,fk,i-FpGjUCojANuvvwqsNXjcuu,21
1952,1952,fk,i-CNbGLyuzdkRJ2sJBBpzJit,15
1952,1952,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1952,1952,fk,i-VS8ddgxigwL5TceKtXGApS,82
1952,1952,fk,i-F6Stwe8wVnSPa3BbgusszQ,5
1952,1952,fk,i-4nyjRorziqEDtDmp1ZXDoP,3
1953,1953,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1953,1953,ak,i-3A4u29WVtvfu8i1KwuPEeE,23
1953,1953,ak,i-VS8ddgxigwL5TceKtXGApS,112
1953,1953,ak,i-CNbGLyuzdkRJ2sJBBpzJit,14
1953,1953,ak,i-FpGjUCojANuvvwqsNXjcuu,52
1953,1953,ak,i-Kpkv9BSujEEJp1S4rDiDt7,6
1953,1953,ak,i-UiFZiVNo3YgVfyN93Qigiv,12
1953,1953,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1953,1953,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1953,1953,fk,i-4nyjRorziqEDtDmp1ZXDoP,3
1953,1953,fk,i-UiFZiVNo3YgVfyN93Qigiv,9
1953,1953,fk,i-CNbGLyuzdkRJ2sJBBpzJit,16
1953,1953,fk,i-FpGjUCojANuvvwqsNXjcuu,22
1953,1953,fk,i-CJb7bcc1eZcehvGarg8GpB,3
1953,1953,fk,i-F6Stwe8wVnSPa3BbgusszQ,4
1953,1953,fk,i-3A4u29WVtvfu8i1KwuPEeE,13
1953,1953,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1953,1953,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1953,1953,fk,i-VS8ddgxigwL5TceKtXGApS,80
1954,1954,ak,i-CNbGLyuzdkRJ2sJBBpzJit,14
1954,1954,ak,i-FpGjUCojANuvvwqsNXjcuu,52
1954,1954,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1954,1954,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1954,1954,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1954,1954,ak,i-Kpkv9BSujEEJp1S4rDiDt7,6
1954,1954,ak,i-VS8ddgxigwL5TceKtXGApS,112
1954,1954,ak,i-3A4u29WVtvfu8i1KwuPEeE,23
1954,1954,ak,i-UiFZiVNo3YgVfyN93Qigiv,12
1954,1954,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1954,1954,fk,i-FpGjUCojANuvvwqsNXjcuu,27
1954,1954,fk,i-F6Stwe8wVnSPa3BbgusszQ,4
1954,1954,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1954,1954,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1954,1954,fk,i-UiFZiVNo3YgVfyN93Qigiv,10
1954,1954,fk,i-CNbGLyuzdkRJ2sJBBpzJit,15
1954,1954,fk,i-VS8ddgxigwL5TceKtXGApS,82
1954,1954,fk,i-3A4u29WVtvfu8i1KwuPEeE,9
1954,1954,fk,i-4nyjRorziqEDtDmp1ZXDoP,3
1955,1955,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1955,1955,ak,i-CJb7bcc1eZcehvGarg8GpB,4
1955,1955,ak,i-UiFZiVNo3YgVfyN93Qigiv,12
1955,1955,ak,i-CNbGLyuzdkRJ2sJBBpzJit,14
1955,1955,ak,i-VS8ddgxigwL5TceKtXGApS,113
1955,1955,ak,i-3A4u29WVtvfu8i1KwuPEeE,23
1955,1955,ak,i-FpGjUCojANuvvwqsNXjcuu,51
1955,1955,ak,i-4nyjRorziqEDtDmp1ZXDoP,5
1955,1955,ak,i-Kpkv9BSujEEJp1S4rDiDt7,6
1955,1955,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1
1955,1955,fk,i-FpGjUCojANuvvwqsNXjcuu,29
1955,1955,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1955,1955,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1955,1955,fk,i-F6Stwe8wVnSPa3BbgusszQ,4
1955,1955,fk,i-VS8ddgxigwL5TceKtXGApS,79
1955,1955,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1
1955,1955,fk,i-3A4u29WVtvfu8i1KwuPEeE,8
1955,1955,fk,i-CNbGLyuzdkRJ2sJBBpzJit,14
1955,1955,fk,i-UiFZiVNo3YgVfyN93Qigiv,11
1955,1955,fk,i-4nyjRorziqEDtDmp1ZXDoP,2
1956,1956,ak,i-3A4u29WVtvfu8i1KwuPEeE,24
1956,1956,ak,i-F6Stwe8wVnSPa3BbgusszQ,2
1956,1956,ak,i-Kpkv9BSujEEJp1S4rDiDt7,7
1956,1956,ak,i-CNbGLyuzdkRJ2sJBBpzJit,15
1956,1956,ak,i-FpGjUCojANuvvwqsNXjcuu,51
1956,1956,ak,i-4nyjRorziqEDtDmp1ZXDoP,4
1956,1956,ak,i-CJb7bcc1eZcehvGarg8GpB,4
1956,1956,ak,i-UiFZiVNo3YgVfyN93Qigiv,11
1956,1956,ak,i-VS8ddgxigwL5TceKtXGApS,112
1956,1956,fk,i-3A4u29WVtvfu8i1KwuPEeE,8
1956,1956,fk,i-4nyjRorziqEDtDmp1ZXDoP,3
1956,1956,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1956,1956,fk,i-UiFZiVNo3YgVfyN93Qigiv,11
1956,1956,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1956,1956,fk,i-VS8ddgxigwL5TceKtXGApS,79
1956,1956,fk,i-F6Stwe8wVnSPa3BbgusszQ,4
1956,1956,fk,i-Kpkv9BSujEEJp1S4rDiDt7,2
1956,1956,fk,i-FpGjUCojANuvvwqsNXjcuu,28
1956,1956,fk,i-CNbGLyuzdkRJ2sJBBpzJit,14
1957,1957,ak,i-Kpkv9BSujEEJp1S4rDiDt7,7
1957,1957,ak,i-UiFZiVNo3YgVfyN93Qigiv,9
1957,1957,ak,i-4nyjRorziqEDtDmp1ZXDoP,4
1957,1957,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1957,1957,ak,i-F6Stwe8wVnSPa3BbgusszQ,5
1957,1957,ak,i-FpGjUCojANuvvwqsNXjcuu,51
1957,1957,ak,i-CNbGLyuzdkRJ2sJBBpzJit,10
1957,1957,ak,i-3A4u29WVtvfu8i1KwuPEeE,32
1957,1957,ak,i-VS8ddgxigwL5TceKtXGApS,106
1957,1957,fk,i-F6Stwe8wVnSPa3BbgusszQ,4
1957,1957,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1957,1957,fk,i-FpGjUCojANuvvwqsNXjcuu,28
1957,1957,fk,i-UiFZiVNo3YgVfyN93Qigiv,15
1957,1957,fk,i-Kpkv9BSujEEJp1S4rDiDt7,2
1957,1957,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1957,1957,fk,i-CNbGLyuzdkRJ2sJBBpzJit,10
1957,1957,fk,i-VS8ddgxigwL5TceKtXGApS,81
1957,1957,fk,i-4nyjRorziqEDtDmp1ZXDoP,2
1957,1957,fk,i-3A4u29WVtvfu8i1KwuPEeE,8
1958,1958,ak,i-CJb7bcc1eZcehvGarg8GpB,5
1958,1958,ak,i-VS8ddgxigwL5TceKtXGApS,112
1958,1958,ak,i-F6Stwe8wVnSPa3BbgusszQ,6
1958,1958,ak,i-4nyjRorziqEDtDmp1ZXDoP,4
1958,1958,ak,i-FpGjUCojANuvvwqsNXjcuu,52
1958,1958,ak,i-UiFZiVNo3YgVfyN93Qigiv,20
1958,1958,ak,i-Kpkv9BSujEEJp1S4rDiDt7,6
1958,1958,ak,i-3A4u29WVtvfu8i1KwuPEeE,37
1958,1958,ak,i-CNbGLyuzdkRJ2sJBBpzJit,11
1958,1958,fk,i-3A4u29WVtvfu8i1KwuPEeE,10
1958,1958,fk,i-4nyjRorziqEDtDmp1ZXDoP,2
1958,1958,fk,i-VS8ddgxigwL5TceKtXGApS,80
1958,1958,fk,i-FpGjUCojANuvvwqsNXjcuu,27
1958,1958,fk,i-Kpkv9BSujEEJp1S4rDiDt7,2
1958,1958,fk,i-UiFZiVNo3YgVfyN93Qigiv,16
1958,1958,fk,i-F6Stwe8wVnSPa3BbgusszQ,5
1958,1958,fk,i-TQCUzfkvYhBFrXeQwXoENH,1
1958,1958,fk,i-CNbGLyuzdkRJ2sJBBpzJit,7
1958,1958,fk,i-CJb7bcc1eZcehvGarg8GpB,2
1959,1959,ak,i-CNbGLyuzdkRJ2sJBBpzJit,10
1959,1959,ak,i-VS8ddgxigwL5TceKtXGApS,111
1959,1959,ak,i-3A4u29WVtvfu8i1KwuPEeE,34
1959,1959,ak,i-FpGjUCojANuvvwqsNXjcuu,32
1959,1959,ak,i-4nyjRorziqEDtDmp1ZXDoP,4
1959,1959,ak,i-CJb7bcc1eZcehvGarg8GpB,4
1959,1959,ak,i-UiFZiVNo3YgVfyN93Qigiv,22
1959,1959,ak,i-Kpkv9BSujEEJp1S4rDiDt7,6
1959,1959,ak,i-F6Stwe8wVnSPa3BbgusszQ,6
1959,1959,fk,i-CNbGLyuzdkRJ2sJBBpzJit,6
