parliament_year,chamber,swerik_party_id,calendar_year,nr_seats_snapshot,nr_seats_gold,party,inception,dissolution,missing_party_mapping,diff,abs_diff
1938,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1938,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1938,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1938,3,6,Socialistiska partiet,1934-01-01,1944-01-01,false,-3,3
1938,ak,i-UiFZiVNo3YgVfyN93Qigiv,1938,6,0,Centerpartiet,1957-01-01,9999-12-31,false,6,6
1938,ak,i-VS8ddgxigwL5TceKtXGApS,1938,115,112,Socialdemokraterna,1889-01-01,9999-12-31,false,3,3
1938,fk,No SWERIK-id found,1938,1,0,No SWERIK-id found,,,true,1,1
1938,fk,i-3A4u29WVtvfu8i1KwuPEeE,1938,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1938,fk,i-4nyjRorziqEDtDmp1ZXDoP,1938,24,41,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-17,17
1938,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1938,2,2,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1938,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1938,22,23,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1938,fk,i-FpGjUCojANuvvwqsNXjcuu,1938,17,17,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1938,fk,i-UiFZiVNo3YgVfyN93Qigiv,1938,2,0,Centerpartiet,1957-01-01,9999-12-31,false,2,2
1938,fk,i-VS8ddgxigwL5TceKtXGApS,1938,68,67,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1939,ak,i-3A4u29WVtvfu8i1KwuPEeE,1939,11,0,Högerpartiet,1952-01-01,1969-01-01,false,11,11
1939,ak,i-4nyjRorziqEDtDmp1ZXDoP,1939,31,44,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-13,13
1939,ak,i-CJb7bcc1eZcehvGarg8GpB,1939,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1939,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1939,29,36,Bondeförbundet,1913-01-01,1956-12-31,false,-7,7
1939,ak,i-F6Stwe8wVnSPa3BbgusszQ,1939,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1939,ak,i-FpGjUCojANuvvwqsNXjcuu,1939,26,27,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1939,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1939,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1939,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1939,3,6,Socialistiska partiet,1934-01-01,1944-01-01,false,-3,3
1939,ak,i-UiFZiVNo3YgVfyN93Qigiv,1939,7,0,Centerpartiet,1957-01-01,9999-12-31,false,7,7
1939,ak,i-VS8ddgxigwL5TceKtXGApS,1939,116,112,Socialdemokraterna,1889-01-01,9999-12-31,false,4,4
1939,fk,No SWERIK-id found,1939,1,0,No SWERIK-id found,,,true,1,1
1939,fk,i-3A4u29WVtvfu8i1KwuPEeE,1939,19,0,Högerpartiet,1952-01-01,1969-01-01,false,19,19
1939,fk,i-4nyjRorziqEDtDmp1ZXDoP,1939,21,40,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-19,19
1939,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1939,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1939,fk,i-CJb7bcc1eZcehvGarg8GpB,1939,1,0,Vänsterpartiet,1990-01-01,9999-12-31,false,1,1
1939,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1939,22,24,Bondeförbundet,1913-01-01,1956-12-31,false,-2,2
1939,fk,i-FpGjUCojANuvvwqsNXjcuu,1939,15,15,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1939,fk,i-TQCUzfkvYhBFrXeQwXoENH,1939,0,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1939,fk,i-UiFZiVNo3YgVfyN93Qigiv,1939,2,0,Centerpartiet,1957-01-01,9999-12-31,false,2,2
1939,fk,i-VS8ddgxigwL5TceKtXGApS,1939,72,69,Socialdemokraterna,1889-01-01,9999-12-31,false,3,3
1940,ak,i-3A4u29WVtvfu8i1KwuPEeE,1940,12,0,Högerpartiet,1952-01-01,1969-01-01,false,12,12
1940,ak,i-4nyjRorziqEDtDmp1ZXDoP,1940,30,44,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-14,14
1940,ak,i-CJb7bcc1eZcehvGarg8GpB,1940,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1940,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1940,28,36,Bondeförbundet,1913-01-01,1956-12-31,false,-8,8
1940,ak,i-F6Stwe8wVnSPa3BbgusszQ,1940,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1940,ak,i-FpGjUCojANuvvwqsNXjcuu,1940,26,27,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1940,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1940,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1940,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1940,3,6,Socialistiska partiet,1934-01-01,1944-01-01,false,-3,3
1940,ak,i-UiFZiVNo3YgVfyN93Qigiv,1940,8,0,Centerpartiet,1957-01-01,9999-12-31,false,8,8
1940,ak,i-VS8ddgxigwL5TceKtXGApS,1940,116,112,Socialdemokraterna,1889-01-01,9999-12-31,false,4,4
1940,fk,i-3A4u29WVtvfu8i1KwuPEeE,1940,18,0,Högerpartiet,1952-01-01,1969-01-01,false,18,18
1940,fk,i-4nyjRorziqEDtDmp1ZXDoP,1940,19,37,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1940,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1940,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1940,fk,i-CJb7bcc1eZcehvGarg8GpB,1940,1,0,Vänsterpartiet,1990-01-01,9999-12-31,false,1,1
1940,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1940,21,24,Bondeförbundet,1913-01-01,1956-12-31,false,-3,3
1940,fk,i-FpGjUCojANuvvwqsNXjcuu,1940,15,15,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1940,fk,i-TQCUzfkvYhBFrXeQwXoENH,1940,0,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1940,fk,i-UiFZiVNo3YgVfyN93Qigiv,1940,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1940,fk,i-VS8ddgxigwL5TceKtXGApS,1940,73,72,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1941,ak,i-3A4u29WVtvfu8i1KwuPEeE,1941,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1941,ak,i-4nyjRorziqEDtDmp1ZXDoP,1941,23,42,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-19,19
1941,ak,i-CJb7bcc1eZcehvGarg8GpB,1941,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1941,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1941,23,28,Bondeförbundet,1913-01-01,1956-12-31,false,-5,5
1941,ak,i-F6Stwe8wVnSPa3BbgusszQ,1941,3,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,3,3
1941,ak,i-FpGjUCojANuvvwqsNXjcuu,1941,22,23,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1941,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1941,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1941,ak,i-TQCUzfkvYhBFrXeQwXoENH,1941,0,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1941,ak,i-UiFZiVNo3YgVfyN93Qigiv,1941,4,0,Centerpartiet,1957-01-01,9999-12-31,false,4,4
1941,ak,i-VS8ddgxigwL5TceKtXGApS,1941,135,134,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1941,fk,i-3A4u29WVtvfu8i1KwuPEeE,1941,18,0,Högerpartiet,1952-01-01,1969-01-01,false,18,18
1941,fk,i-4nyjRorziqEDtDmp1ZXDoP,1941,16,34,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1941,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1941,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1941,fk,i-CJb7bcc1eZcehvGarg8GpB,1941,1,0,Vänsterpartiet,1990-01-01,9999-12-31,false,1,1
1941,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1941,21,24,Bondeförbundet,1913-01-01,1956-12-31,false,-3,3
1941,fk,i-FpGjUCojANuvvwqsNXjcuu,1941,14,15,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1941,fk,i-TQCUzfkvYhBFrXeQwXoENH,1941,0,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1941,fk,i-UiFZiVNo3YgVfyN93Qigiv,1941,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1941,fk,i-VS8ddgxigwL5TceKtXGApS,1941,75,75,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1942,ak,i-3A4u29WVtvfu8i1KwuPEeE,1942,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1942,ak,i-4nyjRorziqEDtDmp1ZXDoP,1942,22,42,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-20,20
1942,ak,i-CJb7bcc1eZcehvGarg8GpB,1942,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1942,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1942,23,28,Bondeförbundet,1913-01-01,1956-12-31,false,-5,5
1942,ak,i-F6Stwe8wVnSPa3BbgusszQ,1942,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1942,ak,i-FpGjUCojANuvvwqsNXjcuu,1942,22,23,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1942,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1942,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1942,ak,i-UiFZiVNo3YgVfyN93Qigiv,1942,5,0,Centerpartiet,1957-01-01,9999-12-31,false,5,5
1942,ak,i-VS8ddgxigwL5TceKtXGApS,1942,134,134,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1942,fk,i-3A4u29WVtvfu8i1KwuPEeE,1942,18,0,Högerpartiet,1952-01-01,1969-01-01,false,18,18
1942,fk,i-4nyjRorziqEDtDmp1ZXDoP,1942,16,34,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1942,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1942,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1942,fk,i-CJb7bcc1eZcehvGarg8GpB,1942,1,0,Vänsterpartiet,1990-01-01,9999-12-31,false,1,1
1942,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1942,19,22,Bondeförbundet,1913-01-01,1956-12-31,false,-3,3
1942,fk,i-FpGjUCojANuvvwqsNXjcuu,1942,15,15,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1942,fk,i-TQCUzfkvYhBFrXeQwXoENH,1942,0,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1942,fk,i-UiFZiVNo3YgVfyN93Qigiv,1942,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1942,fk,i-VS8ddgxigwL5TceKtXGApS,1942,77,77,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1943,ak,i-3A4u29WVtvfu8i1KwuPEeE,1943,17,0,Högerpartiet,1952-01-01,1969-01-01,false,17,17
1943,ak,i-4nyjRorziqEDtDmp1ZXDoP,1943,21,42,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-21,21
1943,ak,i-CJb7bcc1eZcehvGarg8GpB,1943,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1943,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1943,23,28,Bondeförbundet,1913-01-01,1956-12-31,false,-5,5
1943,ak,i-F6Stwe8wVnSPa3BbgusszQ,1943,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1943,ak,i-FpGjUCojANuvvwqsNXjcuu,1943,22,23,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1943,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1943,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1943,ak,i-UiFZiVNo3YgVfyN93Qigiv,1943,6,0,Centerpartiet,1957-01-01,9999-12-31,false,6,6
1943,ak,i-VS8ddgxigwL5TceKtXGApS,1943,135,134,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1943,fk,i-3A4u29WVtvfu8i1KwuPEeE,1943,18,0,Högerpartiet,1952-01-01,1969-01-01,false,18,18
1943,fk,i-4nyjRorziqEDtDmp1ZXDoP,1943,14,31,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-17,17
1943,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1943,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1943,fk,i-CJb7bcc1eZcehvGarg8GpB,1943,1,0,Vänsterpartiet,1990-01-01,9999-12-31,false,1,1
1943,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1943,17,21,Bondeförbundet,1913-01-01,1956-12-31,false,-4,4
1943,fk,i-F6Stwe8wVnSPa3BbgusszQ,1943,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1943,fk,i-FpGjUCojANuvvwqsNXjcuu,1943,15,15,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1943,fk,i-TQCUzfkvYhBFrXeQwXoENH,1943,0,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1943,fk,i-UiFZiVNo3YgVfyN93Qigiv,1943,4,0,Centerpartiet,1957-01-01,9999-12-31,false,4,4
1943,fk,i-VS8ddgxigwL5TceKtXGApS,1943,81,81,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1944,ak,i-3A4u29WVtvfu8i1KwuPEeE,1944,17,0,Högerpartiet,1952-01-01,1969-01-01,false,17,17
1944,ak,i-4nyjRorziqEDtDmp1ZXDoP,1944,20,42,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-22,22
1944,ak,i-CJb7bcc1eZcehvGarg8GpB,1944,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1944,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1944,21,28,Bondeförbundet,1913-01-01,1956-12-31,false,-7,7
1944,ak,i-F6Stwe8wVnSPa3BbgusszQ,1944,5,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,5,5
1944,ak,i-FpGjUCojANuvvwqsNXjcuu,1944,21,23,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1944,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1944,2,0,Liberalerna,2015-11-25,9999-12-31,false,2,2
1944,ak,i-UiFZiVNo3YgVfyN93Qigiv,1944,7,0,Centerpartiet,1957-01-01,9999-12-31,false,7,7
1944,ak,i-VS8ddgxigwL5TceKtXGApS,1944,135,134,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1944,fk,i-3A4u29WVtvfu8i1KwuPEeE,1944,17,0,Högerpartiet,1952-01-01,1969-01-01,false,17,17
1944,fk,i-4nyjRorziqEDtDmp1ZXDoP,1944,13,30,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-17,17
1944,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1944,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1944,fk,i-CJb7bcc1eZcehvGarg8GpB,1944,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1944,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1944,15,21,Bondeförbundet,1913-01-01,1956-12-31,false,-6,6
1944,fk,i-F6Stwe8wVnSPa3BbgusszQ,1944,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1944,fk,i-FpGjUCojANuvvwqsNXjcuu,1944,15,14,Folkpartiet,1934-01-01,1990-01-01,false,1,1
1944,fk,i-TQCUzfkvYhBFrXeQwXoENH,1944,0,2,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1944,fk,i-UiFZiVNo3YgVfyN93Qigiv,1944,5,0,Centerpartiet,1957-01-01,9999-12-31,false,5,5
1944,fk,i-VS8ddgxigwL5TceKtXGApS,1944,83,83,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1945,ak,No SWERIK-id found,1945,3,0,No SWERIK-id found,,,true,3,3
1945,ak,i-3A4u29WVtvfu8i1KwuPEeE,1945,20,0,Högerpartiet,1952-01-01,1969-01-01,false,20,20
1945,ak,i-4nyjRorziqEDtDmp1ZXDoP,1945,14,39,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-25,25
1945,ak,i-CJb7bcc1eZcehvGarg8GpB,1945,11,0,Vänsterpartiet,1990-01-01,9999-12-31,false,11,11
1945,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1945,25,35,Bondeförbundet,1913-01-01,1956-12-31,false,-10,10
1945,ak,i-F6Stwe8wVnSPa3BbgusszQ,1945,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1945,ak,i-FpGjUCojANuvvwqsNXjcuu,1945,24,26,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1945,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1945,2,0,Liberalerna,2015-11-25,9999-12-31,false,2,2
1945,ak,i-TQCUzfkvYhBFrXeQwXoENH,1945,1,15,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-14,14
1945,ak,i-UiFZiVNo3YgVfyN93Qigiv,1945,10,0,Centerpartiet,1957-01-01,9999-12-31,false,10,10
1945,ak,i-VS8ddgxigwL5TceKtXGApS,1945,115,115,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1945,fk,i-3A4u29WVtvfu8i1KwuPEeE,1945,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1945,fk,i-4nyjRorziqEDtDmp1ZXDoP,1945,13,29,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-16,16
1945,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1945,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1945,fk,i-CJb7bcc1eZcehvGarg8GpB,1945,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1945,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1945,15,1,Bondeförbundet,1913-01-01,1956-12-31,false,14,14
1945,fk,i-F6Stwe8wVnSPa3BbgusszQ,1945,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1945,fk,i-FpGjUCojANuvvwqsNXjcuu,1945,14,14,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1945,fk,i-TQCUzfkvYhBFrXeQwXoENH,1945,0,2,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1945,fk,i-UiFZiVNo3YgVfyN93Qigiv,1945,6,0,Centerpartiet,1957-01-01,9999-12-31,false,6,6
1945,fk,i-VS8ddgxigwL5TceKtXGApS,1945,84,83,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1946,ak,No SWERIK-id found,1946,3,0,No SWERIK-id found,,,true,3,3
1946,ak,i-3A4u29WVtvfu8i1KwuPEeE,1946,20,0,Högerpartiet,1952-01-01,1969-01-01,false,20,20
1946,ak,i-4nyjRorziqEDtDmp1ZXDoP,1946,14,39,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-25,25
1946,ak,i-CJb7bcc1eZcehvGarg8GpB,1946,11,0,Vänsterpartiet,1990-01-01,9999-12-31,false,11,11
1946,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1946,26,35,Bondeförbundet,1913-01-01,1956-12-31,false,-9,9
1946,ak,i-F6Stwe8wVnSPa3BbgusszQ,1946,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1946,ak,i-FpGjUCojANuvvwqsNXjcuu,1946,24,26,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1946,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1946,2,0,Liberalerna,2015-11-25,9999-12-31,false,2,2
1946,ak,i-TQCUzfkvYhBFrXeQwXoENH,1946,1,15,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-14,14
1946,ak,i-UiFZiVNo3YgVfyN93Qigiv,1946,10,0,Centerpartiet,1957-01-01,9999-12-31,false,10,10
1946,ak,i-VS8ddgxigwL5TceKtXGApS,1946,115,115,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1946,fk,i-3A4u29WVtvfu8i1KwuPEeE,1946,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1946,fk,i-4nyjRorziqEDtDmp1ZXDoP,1946,11,27,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-16,16
1946,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1946,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1946,fk,i-CJb7bcc1eZcehvGarg8GpB,1946,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1946,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1946,14,21,Bondeförbundet,1913-01-01,1956-12-31,false,-7,7
1946,fk,i-F6Stwe8wVnSPa3BbgusszQ,1946,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1946,fk,i-FpGjUCojANuvvwqsNXjcuu,1946,13,14,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
1946,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1946,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1946,fk,i-TQCUzfkvYhBFrXeQwXoENH,1946,0,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1946,fk,i-UiFZiVNo3YgVfyN93Qigiv,1946,6,0,Centerpartiet,1957-01-01,9999-12-31,false,6,6
1946,fk,i-VS8ddgxigwL5TceKtXGApS,1946,85,84,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1947,ak,No SWERIK-id found,1947,3,0,No SWERIK-id found,,,true,3,3
1947,ak,i-3A4u29WVtvfu8i1KwuPEeE,1947,20,0,Högerpartiet,1952-01-01,1969-01-01,false,20,20
1947,ak,i-4nyjRorziqEDtDmp1ZXDoP,1947,14,39,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-25,25
1947,ak,i-CJb7bcc1eZcehvGarg8GpB,1947,11,0,Vänsterpartiet,1990-01-01,9999-12-31,false,11,11
1947,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1947,25,35,Bondeförbundet,1913-01-01,1956-12-31,false,-10,10
1947,ak,i-F6Stwe8wVnSPa3BbgusszQ,1947,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1947,ak,i-FpGjUCojANuvvwqsNXjcuu,1947,24,26,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1947,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1947,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1947,ak,i-TQCUzfkvYhBFrXeQwXoENH,1947,1,15,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-14,14
1947,ak,i-UiFZiVNo3YgVfyN93Qigiv,1947,10,0,Centerpartiet,1957-01-01,9999-12-31,false,10,10
1947,ak,i-VS8ddgxigwL5TceKtXGApS,1947,116,115,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1947,fk,i-3A4u29WVtvfu8i1KwuPEeE,1947,17,0,Högerpartiet,1952-01-01,1969-01-01,false,17,17
1947,fk,i-4nyjRorziqEDtDmp1ZXDoP,1947,7,25,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-18,18
1947,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1947,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1947,fk,i-CJb7bcc1eZcehvGarg8GpB,1947,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1947,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1947,15,21,Bondeförbundet,1913-01-01,1956-12-31,false,-6,6
1947,fk,i-F6Stwe8wVnSPa3BbgusszQ,1947,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1947,fk,i-FpGjUCojANuvvwqsNXjcuu,1947,14,14,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1947,fk,i-Kpkv9BSujEEJp1S4rDiDt7,1947,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1947,fk,i-TQCUzfkvYhBFrXeQwXoENH,1947,0,3,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-3,3
1947,fk,i-UiFZiVNo3YgVfyN93Qigiv,1947,6,0,Centerpartiet,1957-01-01,9999-12-31,false,6,6
1947,fk,i-VS8ddgxigwL5TceKtXGApS,1947,87,86,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1948,ak,No SWERIK-id found,1948,3,0,No SWERIK-id found,,,true,3,3
1948,ak,i-3A4u29WVtvfu8i1KwuPEeE,1948,22,0,Högerpartiet,1952-01-01,1969-01-01,false,22,22
1948,ak,i-4nyjRorziqEDtDmp1ZXDoP,1948,12,39,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-27,27
1948,ak,i-CJb7bcc1eZcehvGarg8GpB,1948,11,0,Vänsterpartiet,1990-01-01,9999-12-31,false,11,11
1948,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1948,25,35,Bondeförbundet,1913-01-01,1956-12-31,false,-10,10
1948,ak,i-F6Stwe8wVnSPa3BbgusszQ,1948,4,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,4,4
1948,ak,i-FpGjUCojANuvvwqsNXjcuu,1948,24,26,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1948,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1948,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1948,ak,i-TQCUzfkvYhBFrXeQwXoENH,1948,1,15,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-14,14
1948,ak,i-UiFZiVNo3YgVfyN93Qigiv,1948,10,0,Centerpartiet,1957-01-01,9999-12-31,false,10,10
1948,ak,i-VS8ddgxigwL5TceKtXGApS,1948,116,115,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1948,fk,i-3A4u29WVtvfu8i1KwuPEeE,1948,16,0,Högerpartiet,1952-01-01,1969-01-01,false,16,16
1948,fk,i-4nyjRorziqEDtDmp1ZXDoP,1948,8,24,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-16,16
1948,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1948,1,1,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1948,fk,i-CJb7bcc1eZcehvGarg8GpB,1948,3,0,Vänsterpartiet,1990-01-01,9999-12-31,false,3,3
1948,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1948,14,21,Bondeförbundet,1913-01-01,1956-12-31,false,-7,7
1948,fk,i-F6Stwe8wVnSPa3BbgusszQ,1948,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1948,fk,i-FpGjUCojANuvvwqsNXjcuu,1948,16,16,Folkpartiet,1934-01-01,1990-01-01,false,0,0
