parliament_year,chamber,swerik_party_id,calendar_year,nr_seats_snapshot,nr_seats_gold,party,inception,dissolution,missing_party_mapping,diff,abs_diff
1926,fk,i-F6Stwe8wVnSPa3BbgusszQ,1926,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1926,fk,i-TQCUzfkvYhBFrXeQwXoENH,1926,1,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,0,0
1926,fk,i-UiFZiVNo3YgVfyN93Qigiv,1926,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1926,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1926,24,20,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,4,4
1926,fk,i-VS8ddgxigwL5TceKtXGApS,1926,51,52,Socialdemokraterna,1889-01-01,9999-12-31,false,-1,1
1927,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1927,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1927,ak,i-9fghptqkyNzTVdA8knRCGq,1927,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1927,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1927,23,23,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1927,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1927,65,65,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,0,0
1927,ak,i-TQCUzfkvYhBFrXeQwXoENH,1927,4,5,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1927,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1927,28,27,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,1,1
1927,ak,i-VS8ddgxigwL5TceKtXGApS,1927,105,104,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1927,fk,i-3kDgsboJBSv4zGqF4zfCsY,1927,45,44,Första kammarens nationella parti,1912-01-01,1935-01-01,false,1,1
1927,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1927,3,2,Utan partibeteckning,1000-01-01,9999-12-31,false,1,1
1927,fk,i-9fghptqkyNzTVdA8knRCGq,1927,8,13,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,-5,5
1927,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1927,15,18,Bondeförbundet,1913-01-01,1956-12-31,false,-3,3
1927,fk,i-F6Stwe8wVnSPa3BbgusszQ,1927,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1927,fk,i-TQCUzfkvYhBFrXeQwXoENH,1927,1,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,0,0
1927,fk,i-UiFZiVNo3YgVfyN93Qigiv,1927,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1927,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1927,23,20,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,3,3
1927,fk,i-VS8ddgxigwL5TceKtXGApS,1927,52,52,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1928,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1928,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1928,ak,i-9fghptqkyNzTVdA8knRCGq,1928,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1928,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1928,23,23,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1928,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1928,64,65,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,-1,1
1928,ak,i-TQCUzfkvYhBFrXeQwXoENH,1928,4,5,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1928,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1928,28,27,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,1,1
1928,ak,i-VS8ddgxigwL5TceKtXGApS,1928,105,104,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1928,fk,i-3kDgsboJBSv4zGqF4zfCsY,1928,48,44,Första kammarens nationella parti,1912-01-01,1935-01-01,false,4,4
1928,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1928,3,2,Utan partibeteckning,1000-01-01,9999-12-31,false,1,1
1928,fk,i-9fghptqkyNzTVdA8knRCGq,1928,7,13,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,-6,6
1928,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1928,12,18,Bondeförbundet,1913-01-01,1956-12-31,false,-6,6
1928,fk,i-F6Stwe8wVnSPa3BbgusszQ,1928,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1928,fk,i-TQCUzfkvYhBFrXeQwXoENH,1928,1,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,0,0
1928,fk,i-UiFZiVNo3YgVfyN93Qigiv,1928,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1928,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1928,23,20,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,3,3
1928,fk,i-VS8ddgxigwL5TceKtXGApS,1928,52,52,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1929,ak,No SWERIK-id found,1929,3,0,No SWERIK-id found,,,true,3,3
1929,ak,i-9fghptqkyNzTVdA8knRCGq,1929,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1929,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1929,27,27,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1929,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1929,73,73,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,0,0
1929,ak,i-TQCUzfkvYhBFrXeQwXoENH,1929,3,8,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-5,5
1929,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1929,28,28,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1929,ak,i-VS8ddgxigwL5TceKtXGApS,1929,92,90,Socialdemokraterna,1889-01-01,9999-12-31,false,2,2
1929,fk,i-3kDgsboJBSv4zGqF4zfCsY,1929,46,49,Första kammarens nationella parti,1912-01-01,1935-01-01,false,-3,3
1929,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1929,2,1,Utan partibeteckning,1000-01-01,9999-12-31,false,1,1
1929,fk,i-9fghptqkyNzTVdA8knRCGq,1929,7,7,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1929,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1929,16,17,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1929,fk,i-TQCUzfkvYhBFrXeQwXoENH,1929,1,1,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,0,0
1929,fk,i-UiFZiVNo3YgVfyN93Qigiv,1929,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1929,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1929,23,23,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1929,fk,i-VS8ddgxigwL5TceKtXGApS,1929,51,52,Socialdemokraterna,1889-01-01,9999-12-31,false,-1,1
1930,ak,No SWERIK-id found,1930,2,0,No SWERIK-id found,,,true,2,2
1930,ak,i-9fghptqkyNzTVdA8knRCGq,1930,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1930,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1930,27,27,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1930,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1930,73,73,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,0,0
1930,ak,i-TQCUzfkvYhBFrXeQwXoENH,1930,1,8,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-7,7
1930,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1930,28,28,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1930,ak,i-VS8ddgxigwL5TceKtXGApS,1930,90,90,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1930,ak,i-VzZnBZoi4EChaiCfF6kxbz,1930,5,0,Kilbomspartiet,1924-01-01,1934-01-01,false,5,5
1930,fk,i-3kDgsboJBSv4zGqF4zfCsY,1930,46,49,Första kammarens nationella parti,1912-01-01,1935-01-01,false,-3,3
1930,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1930,2,1,Utan partibeteckning,1000-01-01,9999-12-31,false,1,1
1930,fk,i-9fghptqkyNzTVdA8knRCGq,1930,6,7,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,-1,1
1930,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1930,16,17,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1930,fk,i-UiFZiVNo3YgVfyN93Qigiv,1930,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1930,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1930,23,23,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1930,fk,i-VS8ddgxigwL5TceKtXGApS,1930,52,52,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1930,fk,i-VzZnBZoi4EChaiCfF6kxbz,1930,2,0,Kilbomspartiet,1924-01-01,1934-01-01,false,2,2
1931,ak,No SWERIK-id found,1931,2,0,No SWERIK-id found,,,true,2,2
1931,ak,i-9fghptqkyNzTVdA8knRCGq,1931,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1931,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1931,27,27,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1931,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1931,72,73,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,-1,1
1931,ak,i-TQCUzfkvYhBFrXeQwXoENH,1931,1,8,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-7,7
1931,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1931,28,28,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1931,ak,i-VS8ddgxigwL5TceKtXGApS,1931,89,90,Socialdemokraterna,1889-01-01,9999-12-31,false,-1,1
1931,ak,i-VzZnBZoi4EChaiCfF6kxbz,1931,5,0,Kilbomspartiet,1924-01-01,1934-01-01,false,5,5
1931,fk,i-3kDgsboJBSv4zGqF4zfCsY,1931,47,49,Första kammarens nationella parti,1912-01-01,1935-01-01,false,-2,2
1931,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1931,2,1,Utan partibeteckning,1000-01-01,9999-12-31,false,1,1
1931,fk,i-9fghptqkyNzTVdA8knRCGq,1931,5,7,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,-2,2
1931,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1931,16,17,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1931,fk,i-UiFZiVNo3YgVfyN93Qigiv,1931,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1931,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1931,22,23,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,-1,1
1931,fk,i-VS8ddgxigwL5TceKtXGApS,1931,53,52,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1931,fk,i-VzZnBZoi4EChaiCfF6kxbz,1931,1,0,Kilbomspartiet,1924-01-01,1934-01-01,false,1,1
1932,ak,No SWERIK-id found,1932,2,0,No SWERIK-id found,,,true,2,2
1932,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1932,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1932,ak,i-9fghptqkyNzTVdA8knRCGq,1932,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1932,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1932,27,27,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1932,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1932,71,73,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,-2,2
1932,ak,i-TQCUzfkvYhBFrXeQwXoENH,1932,1,8,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-7,7
1932,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1932,28,28,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1932,ak,i-VS8ddgxigwL5TceKtXGApS,1932,90,90,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1932,ak,i-VzZnBZoi4EChaiCfF6kxbz,1932,5,0,Kilbomspartiet,1924-01-01,1934-01-01,false,5,5
1932,fk,i-3kDgsboJBSv4zGqF4zfCsY,1932,45,49,Första kammarens nationella parti,1912-01-01,1935-01-01,false,-4,4
1932,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1932,3,1,Utan partibeteckning,1000-01-01,9999-12-31,false,2,2
1932,fk,i-9fghptqkyNzTVdA8knRCGq,1932,4,7,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,-3,3
1932,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1932,17,17,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1932,fk,i-UiFZiVNo3YgVfyN93Qigiv,1932,2,0,Centerpartiet,1957-01-01,9999-12-31,false,2,2
1932,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1932,21,23,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,-2,2
1932,fk,i-VS8ddgxigwL5TceKtXGApS,1932,55,52,Socialdemokraterna,1889-01-01,9999-12-31,false,3,3
1932,fk,i-VzZnBZoi4EChaiCfF6kxbz,1932,1,0,Kilbomspartiet,1924-01-01,1934-01-01,false,1,1
1933,ak,No SWERIK-id found,1933,2,0,No SWERIK-id found,,,true,2,2
1933,ak,i-9fghptqkyNzTVdA8knRCGq,1933,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1933,ak,i-CJb7bcc1eZcehvGarg8GpB,1933,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1933,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1933,33,36,Bondeförbundet,1913-01-01,1956-12-31,false,-3,3
1933,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1933,58,58,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,0,0
1933,ak,i-TQCUzfkvYhBFrXeQwXoENH,1933,1,2,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-1,1
1933,ak,i-UiFZiVNo3YgVfyN93Qigiv,1933,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1933,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1933,19,20,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,-1,1
1933,ak,i-VS8ddgxigwL5TceKtXGApS,1933,104,104,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1933,ak,i-VzZnBZoi4EChaiCfF6kxbz,1933,3,6,Kilbomspartiet,1924-01-01,1934-01-01,false,-3,3
1933,fk,i-3kDgsboJBSv4zGqF4zfCsY,1933,45,50,Första kammarens nationella parti,1912-01-01,1935-01-01,false,-5,5
1933,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1933,3,1,Utan partibeteckning,1000-01-01,9999-12-31,false,2,2
1933,fk,i-9fghptqkyNzTVdA8knRCGq,1933,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1933,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1933,16,18,Bondeförbundet,1913-01-01,1956-12-31,false,-2,2
1933,fk,i-UiFZiVNo3YgVfyN93Qigiv,1933,2,0,Centerpartiet,1957-01-01,9999-12-31,false,2,2
1933,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1933,19,18,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,1,1
1933,fk,i-VS8ddgxigwL5TceKtXGApS,1933,58,58,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1933,fk,i-VzZnBZoi4EChaiCfF6kxbz,1933,1,1,Kilbomspartiet,1924-01-01,1934-01-01,false,0,0
1934,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1934,2,2,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1934,ak,i-9fghptqkyNzTVdA8knRCGq,1934,4,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,0,0
1934,ak,i-CJb7bcc1eZcehvGarg8GpB,1934,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1934,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1934,33,36,Bondeförbundet,1913-01-01,1956-12-31,false,-3,3
1934,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1934,56,58,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,-2,2
1934,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1934,8,6,Socialistiska partiet,1934-01-01,1944-01-01,false,2,2
1934,ak,i-TQCUzfkvYhBFrXeQwXoENH,1934,0,2,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1934,ak,i-UiFZiVNo3YgVfyN93Qigiv,1934,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1934,ak,i-V7MTfG5XaAmjbSDtLkyyfc,1934,20,20,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,0,0
1934,ak,i-VS8ddgxigwL5TceKtXGApS,1934,102,104,Socialdemokraterna,1889-01-01,9999-12-31,false,-2,2
1934,fk,i-3kDgsboJBSv4zGqF4zfCsY,1934,47,50,Första kammarens nationella parti,1912-01-01,1935-01-01,false,-3,3
1934,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1934,3,1,Utan partibeteckning,1000-01-01,9999-12-31,false,2,2
1934,fk,i-9fghptqkyNzTVdA8knRCGq,1934,2,4,Liberala riksdagspartiet,1924-01-01,1935-01-01,false,-2,2
1934,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1934,18,18,Bondeförbundet,1913-01-01,1956-12-31,false,0,0
1934,fk,i-SeXPXWPfyJxdeuuFtkdhxh,1934,1,1,Socialistiska partiet,1934-01-01,1944-01-01,false,0,0
1934,fk,i-UiFZiVNo3YgVfyN93Qigiv,1934,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1934,fk,i-V7MTfG5XaAmjbSDtLkyyfc,1934,17,18,Frisinnade folkpartiet,1924-01-01,1935-01-01,false,-1,1
1934,fk,i-VS8ddgxigwL5TceKtXGApS,1934,61,58,Socialdemokraterna,1889-01-01,9999-12-31,false,3,3
1935,ak,No SWERIK-id found,1935,3,0,No SWERIK-id found,,,true,3,3
1935,ak,i-3A4u29WVtvfu8i1KwuPEeE,1935,2,0,Högerpartiet,1952-01-01,1969-01-01,false,2,2
1935,ak,i-4nyjRorziqEDtDmp1ZXDoP,1935,49,58,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-9,9
1935,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1935,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1935,ak,i-CJb7bcc1eZcehvGarg8GpB,1935,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1935,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1935,34,36,Bondeförbundet,1913-01-01,1956-12-31,false,-2,2
1935,ak,i-FpGjUCojANuvvwqsNXjcuu,1935,24,24,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1935,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1935,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1935,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1935,1,58,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,-57,57
1935,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1935,8,6,Socialistiska partiet,1934-01-01,1944-01-01,false,2,2
1935,ak,i-TQCUzfkvYhBFrXeQwXoENH,1935,0,2,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-2,2
1935,ak,i-UiFZiVNo3YgVfyN93Qigiv,1935,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1935,ak,i-VS8ddgxigwL5TceKtXGApS,1935,102,104,Socialdemokraterna,1889-01-01,9999-12-31,false,-2,2
1935,fk,i-3A4u29WVtvfu8i1KwuPEeE,1935,4,0,Högerpartiet,1952-01-01,1969-01-01,false,4,4
1935,fk,i-4nyjRorziqEDtDmp1ZXDoP,1935,40,46,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-6,6
1935,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1935,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1935,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1935,19,20,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1935,fk,i-F6Stwe8wVnSPa3BbgusszQ,1935,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1935,fk,i-FpGjUCojANuvvwqsNXjcuu,1935,19,19,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1935,fk,i-SeXPXWPfyJxdeuuFtkdhxh,1935,1,1,Socialistiska partiet,1934-01-01,1944-01-01,false,0,0
1935,fk,i-UiFZiVNo3YgVfyN93Qigiv,1935,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1935,fk,i-VS8ddgxigwL5TceKtXGApS,1935,62,62,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1936,ak,No SWERIK-id found,1936,4,0,No SWERIK-id found,,,true,4,4
1936,ak,i-3A4u29WVtvfu8i1KwuPEeE,1936,1,0,Högerpartiet,1952-01-01,1969-01-01,false,1,1
1936,ak,i-4nyjRorziqEDtDmp1ZXDoP,1936,49,58,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-9,9
1936,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1936,2,2,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1936,ak,i-CJb7bcc1eZcehvGarg8GpB,1936,2,0,Vänsterpartiet,1990-01-01,9999-12-31,false,2,2
1936,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1936,34,36,Bondeförbundet,1913-01-01,1956-12-31,false,-2,2
1936,ak,i-FpGjUCojANuvvwqsNXjcuu,1936,24,24,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1936,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1936,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1936,ak,i-NhgK2ujGF5t35o2VjT8Q5U,1936,1,0,Lantmanna- och borgarepartiet inom andrakammaren,1912-01-01,1935-01-01,false,1,1
1936,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1936,8,6,Socialistiska partiet,1934-01-01,1944-01-01,false,2,2
1936,ak,i-UiFZiVNo3YgVfyN93Qigiv,1936,3,0,Centerpartiet,1957-01-01,9999-12-31,false,3,3
1936,ak,i-VS8ddgxigwL5TceKtXGApS,1936,100,104,Socialdemokraterna,1889-01-01,9999-12-31,false,-4,4
1936,fk,i-3A4u29WVtvfu8i1KwuPEeE,1936,8,0,Högerpartiet,1952-01-01,1969-01-01,false,8,8
1936,fk,i-4nyjRorziqEDtDmp1ZXDoP,1936,36,44,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-8,8
1936,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1936,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1936,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1936,21,22,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1936,fk,i-FpGjUCojANuvvwqsNXjcuu,1936,16,16,Folkpartiet,1934-01-01,1990-01-01,false,0,0
1936,fk,i-SeXPXWPfyJxdeuuFtkdhxh,1936,1,1,Socialistiska partiet,1934-01-01,1944-01-01,false,0,0
1936,fk,i-UiFZiVNo3YgVfyN93Qigiv,1936,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1936,fk,i-VS8ddgxigwL5TceKtXGApS,1936,66,65,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1937,ak,i-3A4u29WVtvfu8i1KwuPEeE,1937,11,0,Högerpartiet,1952-01-01,1969-01-01,false,11,11
1937,ak,i-4nyjRorziqEDtDmp1ZXDoP,1937,31,44,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-13,13
1937,ak,i-851f4cdfa36f4dbab4b24855a1eb43ce,1937,1,2,Utan partibeteckning,1000-01-01,9999-12-31,false,-1,1
1937,ak,i-CJb7bcc1eZcehvGarg8GpB,1937,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1937,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1937,31,36,Bondeförbundet,1913-01-01,1956-12-31,false,-5,5
1937,ak,i-F6Stwe8wVnSPa3BbgusszQ,1937,1,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,1,1
1937,ak,i-FpGjUCojANuvvwqsNXjcuu,1937,25,27,Folkpartiet,1934-01-01,1990-01-01,false,-2,2
1937,ak,i-Kpkv9BSujEEJp1S4rDiDt7,1937,1,0,Liberalerna,2015-11-25,9999-12-31,false,1,1
1937,ak,i-SeXPXWPfyJxdeuuFtkdhxh,1937,6,6,Socialistiska partiet,1934-01-01,1944-01-01,false,0,0
1937,ak,i-TQCUzfkvYhBFrXeQwXoENH,1937,0,5,Sveriges kommunistiska parti,1921-01-01,1967-01-01,false,-5,5
1937,ak,i-UiFZiVNo3YgVfyN93Qigiv,1937,5,0,Centerpartiet,1957-01-01,9999-12-31,false,5,5
1937,ak,i-VS8ddgxigwL5TceKtXGApS,1937,112,112,Socialdemokraterna,1889-01-01,9999-12-31,false,0,0
1937,fk,i-3A4u29WVtvfu8i1KwuPEeE,1937,13,0,Högerpartiet,1952-01-01,1969-01-01,false,13,13
1937,fk,i-4nyjRorziqEDtDmp1ZXDoP,1937,30,43,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-13,13
1937,fk,i-851f4cdfa36f4dbab4b24855a1eb43ce,1937,2,2,Utan partibeteckning,1000-01-01,9999-12-31,false,0,0
1937,fk,i-CNbGLyuzdkRJ2sJBBpzJit,1937,21,22,Bondeförbundet,1913-01-01,1956-12-31,false,-1,1
1937,fk,i-FpGjUCojANuvvwqsNXjcuu,1937,17,16,Folkpartiet,1934-01-01,1990-01-01,false,1,1
1937,fk,i-SeXPXWPfyJxdeuuFtkdhxh,1937,1,1,Socialistiska partiet,1934-01-01,1944-01-01,false,0,0
1937,fk,i-UiFZiVNo3YgVfyN93Qigiv,1937,1,0,Centerpartiet,1957-01-01,9999-12-31,false,1,1
1937,fk,i-VS8ddgxigwL5TceKtXGApS,1937,67,66,Socialdemokraterna,1889-01-01,9999-12-31,false,1,1
1938,ak,i-3A4u29WVtvfu8i1KwuPEeE,1938,11,0,Högerpartiet,1952-01-01,1969-01-01,false,11,11
1938,ak,i-4nyjRorziqEDtDmp1ZXDoP,1938,31,44,Högerns riksdagsgrupp,1935-01-01,1970-01-01,false,-13,13
1938,ak,i-CJb7bcc1eZcehvGarg8GpB,1938,5,0,Vänsterpartiet,1990-01-01,9999-12-31,false,5,5
1938,ak,i-CNbGLyuzdkRJ2sJBBpzJit,1938,30,36,Bondeförbundet,1913-01-01,1956-12-31,false,-6,6
1938,ak,i-F6Stwe8wVnSPa3BbgusszQ,1938,2,0,Moderata samlingspartiet,1969-01-01,9999-12-31,false,2,2
1938,ak,i-FpGjUCojANuvvwqsNXjcuu,1938,26,27,Folkpartiet,1934-01-01,1990-01-01,false,-1,1
